district,name,votes,percent_votes
35050,Farah Kalbouneh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6354,12.8
35050,Paul Simas Green Party/Parti Vert,1532,3.1
35050,Richard Barrett No Affiliation/Aucune appartenance,194,0.4
35051,Brad Butt Conservative/Conservateur,22104,43.9
35051,Bonnie Crombie ** Liberal/Libéral,18651,37
35051,Aijaz Naqvi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7834,15.5
35051,Chris Hill Green Party/Parti Vert,1802,3.6
35052,Pierre Poilievre ** Conservative/Conservateur,43477,54.5
35052,Ryan Keon Liberal/Libéral,20146,25.2
35052,Ric Dagenais NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12962,16.2
35052,Jean-Luc Cooke Green Party/Parti Vert,3260,4.1
35053,Lois Brown ** Conservative/Conservateur,31600,54.3
35053,Kyle Peterson Liberal/Libéral,13908,23.9
35053,Kassandra Bidarian NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8886,15.3
35053,Vanessa Long Green Party/Parti Vert,2628,4.5
35053,Dorian Baxter PC Party/Parti PC,998,1.7
35053,Yvonne Mackie Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,182,0.3
35054,Rob Nicholson ** Conservative/Conservateur,28748,53.3
35054,Heather Kelley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12681,23.5
35054,Bev Hodgson Liberal/Libéral,10206,18.9
35054,Shawn Willick Green Party/Parti Vert,2086,3.9
35054,Harold Jonker CHP Canada/PHC Canada,259,0.5
35055,Dean Allison ** Conservative/Conservateur,33701,57.3
35055,David Heatley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12734,21.6
35055,Stephen Bieda Liberal/Libéral,8699,14.8
35055,Sid Frere Green Party/Parti Vert,2530,4.3
35055,Bryan Jongbloed CHP Canada/PHC Canada,1199,2
35056,Claude Gravelle ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,24566,55
35056,Lynne Reynolds Conservative/Conservateur,12503,28
35056,Joe Cormier Liberal/Libéral,6308,14.1
35056,Christine Guillot-Proulx Green Party/Parti Vert,1252,2.8
35056,Steve Rutchinski Marxist-Leninist/Marxiste-Léniniste,59,0.1
35057,Jay Aspin Conservative/Conservateur,15495,36.7
35057,Anthony Rota ** Liberal/Libéral,15477,36.6
35057,Rona Eckert NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8781,20.8
35057,Scott Edward Daley Green Party/Parti Vert,2518,6
35058,Rick Norlock ** Conservative/Conservateur,32853,53.8
35058,Kim Rudd Liberal/Libéral,12822,21
35058,Russ Christianson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12626,20.7
35058,Ralph Torrie Green Party/Parti Vert,2733,4.5
35059,Paul Calandra ** Conservative/Conservateur,46241,51.1
35059,Lui Temelkovski Liberal/Libéral,25561,28.3
35059,Janice Hagan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15229,16.8
35059,Trifon Haitas Green Party/Parti Vert,2349,2.6
35059,John Siciliano PC Party/Parti PC,1080,1.2
35060,Terence Young ** Conservative/Conservateur,30068,51.6
35060,Max Khan Liberal/Libéral,17890,30.7
35060,James Ede NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8117,13.9
35060,Andrew Chlobowski Green Party/Parti Vert,2140,3.7
35061,Colin Carrie ** Conservative/Conservateur,26034,51.3
35061,Chris Buckley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19212,37.9
35061,James Cooper Morton Liberal/Libéral,3536,7
35061,Gail Bates Green Party/Parti Vert,1631,3.2
35061,Matthew Belanger Libertarian/Libertarien,260,0.5
35061,David Gershuny Marxist-Leninist/Marxiste-Léniniste,61,0.1
35062,Paul Dewar ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,33805,52.1
35062,Damian Konstantinakos Conservative/Conservateur,14063,21.7
35062,Scott Bradley Liberal/Libéral,13049,20.1
35062,Jen Hunter Green Party/Parti Vert,3262,5
35062,John Andrew Akpata Radical Marijuana/Radical Marijuana,326,0.5
35062,Romeo Bellai Independent/Indépendant,210,0.3
35062,Stuart Ryan Communist/Communiste,109,0.2
35062,Pierre Soublière Marxist-Leninist/Marxiste-Léniniste,44,0.1
35063,Royal Galipeau ** Conservative/Conservateur,28584,44.6
35063,David Bertschi Liberal/Libéral,24649,38.4
35063,Martine Cénatus NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9086,14.2
35063,Paul Maillet Green Party/Parti Vert,1839,2.9
35064,David McGuinty ** Liberal/Libéral,25963,44
35064,Elie Salibi Conservative/Conservateur,19634,33.3
35064,James McLaren NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10712,18.2
35064,Mick Kitor Green Party/Parti Vert,1787,3
35064,Al Gullon PC Party/Parti PC,513,0.9
35064,Mike Bleskie Pirate Party/Parti Pirate,382,0.6
35065,Mauril Bélanger ** Liberal/Libéral,20009,38.2
35065,Trevor Haché NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15391,29.4
35065,Rem Westland Conservative/Conservateur,14184,27.1
35065,Caroline Rioux Green Party/Parti Vert,2716,5.2
35065,Christian Legeais Marxist-Leninist/Marxiste-Léniniste,122,0.2
35066,John Baird ** Conservative/Conservateur,25226,44.7
35066,Anita Vandenbeld Liberal/Libéral,17790,31.5
35066,Marlene Rivier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11128,19.7
35066,Mark MacKenzie Green Party/Parti Vert,2279,4
35067,Dave MacKenzie ** Conservative/Conservateur,27973,58.9
35067,Paul Arsenault NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12164,25.6
35067,Tim Lobzun Liberal/Libéral,4521,9.5
35067,Mike Farlow Green Party/Parti Vert,2058,4.3
35067,John Markus CHP Canada/PHC Canada,776,1.6
35068,Peggy Nash NDP-New Democratic Party/NPD-Nouveau Parti démocratique,24046,47.2
35068,Gerard Kennedy ** Liberal/Libéral,16757,32.9
35068,Taylor Train Conservative/Conservateur,7924,15.6
35068,Sarah Newton Green Party/Parti Vert,1666,3.3
35068,Andrew Borkowski CHP Canada/PHC Canada,251,0.5
35068,Terry Parker Radical Marijuana/Radical Marijuana,215,0.4
35068,Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste,86,0.2
35069,Tony Clement ** Conservative/Conservateur,25864,55.7
35069,Wendy Wilson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11217,24.2
35069,Cindy Waters Liberal/Libéral,5330,11.5
35069,Glen Hodgson Green Party/Parti Vert,3776,8.1
35069,David Carmichael Independent/Indépendant,168,0.4
35069,Albert Gray Smith Marxist-Leninist/Marxiste-Léniniste,54,0.1
35070,Gary Schellenberger ** Conservative/Conservateur,25281,54.5
35070,Ellen Papenburg NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9861,21.3
35070,Bob McTavish Liberal/Libéral,8341,18
35070,John Cowling Green Party/Parti Vert,2112,4.6
35070,Irma N DeVries CHP Canada/PHC Canada,806,1.7
35071,Dean Del Mastro ** Conservative/Conservateur,29393,49.7
35071,Dave Nickle NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14723,24.9
35071,Betsy McGregor Liberal/Libéral,12664,21.4
35071,Michael Bell Green Party/Parti Vert,2105,3.6
35071,Gordon Scott No Affiliation/Aucune appartenance,189,0.3
35071,Michael Bates CAP/PAC,104,0.2
35072,Corneliu Chisu Conservative/Conservateur,19220,40.1
35072,Dan McTeague ** Liberal/Libéral,18013,37.6
35072,Andrea Moffat NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8932,18.6
35072,Kevin Smith Green Party/Parti Vert,1751,3.7
35073,Daryl Kramp ** Conservative/Conservateur,29062,53.3
35073,Michael McMahon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12940,23.7
35073,Peter Tinsley Liberal/Libéral,10230,18.7
35073,Patrick Larkin Green Party/Parti Vert,1887,3.5
35073,Tim Hickey Independent/Indépendant,283,0.5
35073,Andrew Skinner PC Party/Parti PC,171,0.3
35074,Cheryl Gallant ** Conservative/Conservateur,27462,53.4
35074,Hec Clouthier Independent/Indépendant,9611,18.7
35074,Eric Burton NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6903,13.4
35074,Christine Tabbert Liberal/Libéral,6545,12.7
35074,Roseanne Van Schie Green Party/Parti Vert,877,1.7
35075,Costas Menegakis Conservative/Conservateur,22078,44.1
35075,Bryon Wilfert ** Liberal/Libéral,17671,35.3
35075,Adam DeVita NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8433,16.9
35075,Cameron W. Hastings Green Party/Parti Vert,1832,3.7
35076,Rick Dykstra ** Conservative/Conservateur,25571,50.9
35076,Mike Williams NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11973,23.8
35076,Andrew Gill Liberal/Libéral,10358,20.6
35076,Jennifer Mooradian Green Party/Parti Vert,1924,3.8
35076,Dave Bylsma CHP Canada/PHC Canada,357,0.7
35076,Saleh Waziruddin Communist/Communiste,91,0.2
35077,Carolyn Bennett ** Liberal/Libéral,22409,40.6
35077,Maureen Harquail Conservative/Conservateur,17864,32.4
35077,William Molls NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12124,22
35077,Jim McGarva Green Party/Parti Vert,2495,4.5
35077,John Kittredge Libertarian/Libertarien,303,0.5
35078,Pat Davidson ** Conservative/Conservateur,26112,52.6
35078,Brian White NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14856,29.9
35078,Tim Fugard Liberal/Libéral,6931,14
35078,Tim van Bodegom Green Party/Parti Vert,1252,2.5
35078,Christopher Desormeaux-Malm CHP Canada/PHC Canada,514,1
35079,Bryan Hayes Conservative/Conservateur,18328,41.4
35079,Tony Martin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16467,37.2
35079,Christian Provenzano Liberal/Libéral,8343,18.9
35079,Luke Macmichael Green Party/Parti Vert,945,2.1
35079,Randy Riauka CHP Canada/PHC Canada,111,0.3
35079,Mike Taffarel Marxist-Leninist/Marxiste-Léniniste,38,0.1
35080,Jim Karygiannis ** Liberal/Libéral,18498,45.4
35080,Harry Tsai Conservative/Conservateur,13930,34.2
35080,Nancy Patchell NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7376,18.1
35080,Pauline Thompson Green Party/Parti Vert,946,2.3
35081,Roxanne James Conservative/Conservateur,13498,35.6
35081,John Cannis ** Liberal/Libéral,12028,31.7
35081,Natalie Hundt NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11443,30.1
35081,Ella Ng Green Party/Parti Vert,998,2.6
35082,John McKay ** Liberal/Libéral,13849,36.2
35082,Chuck Konkel Conservative/Conservateur,13158,34.4
35082,Danielle Ouellette NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10145,26.5
35082,Alonzo Bartley Green Party/Parti Vert,848,2.2
35082,Paul Coulbeck Independent/Indépendant,259,0.7
35083,Rathika Sitsabaiesan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18935,40.6
35083,Marlene Gallyot Conservative/Conservateur,13935,29.9
35083,Rana Sarkar Liberal/Libéral,12699,27.2
35083,George B. Singh Green Party/Parti Vert,684,1.5
35083,Mark Balack Independent/Indépendant,357,0.8
35084,Dan Harris NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14119,35
35084,Gavan Paranchothy Conservative/Conservateur,12830,31.8
35084,Michelle Simson ** Liberal/Libéral,11699,29
35084,Stefan Dixon Green Party/Parti Vert,1635,4.1
35085,Kellie Leitch Conservative/Conservateur,31784,49.4
35085,Katy Austin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11185,17.4
35085,Helena Guergis ** No Affiliation/Aucune appartenance,8714,13.5
35085,Alex Smardenka Liberal/Libéral,8207,12.7
35085,Jace Metheral Green Party/Parti Vert,3482,5.4
35085,Peter Vander Zaag CHP Canada/PHC Canada,757,1.2
35085,Gord Cochrane CAP/PAC,244,0.4
35086,Bruce Stanton ** Conservative/Conservateur,31581,54.5
35086,Richard Banigan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11515,19.9
35086,Steve Clarke Liberal/Libéral,11090,19.1
35086,Valerie Powell Green Party/Parti Vert,3489,6
35086,Adrian Kooger CHP Canada/PHC Canada,322,0.6
35087,Guy Lauzon ** Conservative/Conservateur,29538,62.1
35087,Bernadette Clement Liberal/Libéral,8510,17.9
35087,Mario Leclerc NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8313,17.5
35087,Wyatt Joseph Walsh Green Party/Parti Vert,1038,2.2
35087,Darcy Neal Donnelly Libertarian/Libertarien,151,0.3
35088,Glenn Thibeault ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22684,49.9
35088,Fred Slade Conservative/Conservateur,12881,28.3
35088,Carol Hartman Liberal/Libéral,8172,18
35088,Fred Twilley Green Party/Parti Vert,1359,3
35088,Will Morin FPNP/FPNP,229,0.5
35088,J. David Popescu Independent/Indépendant,116,0.3
35089,Peter Kent ** Conservative/Conservateur,36629,61.4
35089,Karen Mock Liberal/Libéral,14125,23.7
35089,Simon Strelchik NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7141,12
35089,Norbert Koehl Green Party/Parti Vert,1562,2.6
35089,Liz White Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,215,0.4
35090,John Rafferty ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18085,48.7
35090,Moe Comuzzi-Stehmann Conservative/Conservateur,10097,27.2
35090,Ken Boshcoff Liberal/Libéral,8067,21.7
35090,Ed Shields Green Party/Parti Vert,909,2.4
35091,Bruce Hyer ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18334,49.9
35091,Richard Harvey Conservative/Conservateur,10894,29.7
35091,Yves Fricot Liberal/Libéral,6117,16.7
35091,Scot Kyle Green Party/Parti Vert,1115,3
35091,Denis A. Carrière Radical Marijuana/Radical Marijuana,265,0.7
35092,Charlie Angus ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16738,50.4
35092,Bill Greenberg Conservative/Conservateur,10526,31.7
35092,Marilyn Wood Liberal/Libéral,5230,15.7
35092,Lisa Bennett Green Party/Parti Vert,724,2.2
35093,Bob Rae ** Liberal/Libéral,22832,41
35093,Susan Wallace NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16818,30.2
35093,Kevin Moore Conservative/Conservateur,12604,22.6
35093,Ellen Michelson Green Party/Parti Vert,2796,5
35093,Judi Falardeau Libertarian/Libertarien,277,0.5
35093,Catherine Holliday Communist/Communiste,159,0.3
35093,Bahman Yazdanfar Independent/Indépendant,108,0.2
35093,Philip Fernandez Marxist-Leninist/Marxiste-Léniniste,76,0.1
35094,Jack Layton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,29235,60.8
35094,Andrew Lang Liberal/Libéral,8472,17.6
35094,Katarina von Koenig Conservative/Conservateur,6885,14.3
35094,Adriana Mugnatto-Hamu Green Party/Parti Vert,3107,6.5
35094,Marie Crawford Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,387,0.8
35095,Olivia Chow ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,35601,54.5
35095,Christine Innes Liberal/Libéral,15276,23.4
35095,Gin Siow Conservative/Conservateur,10976,16.8
35095,Rachel Barney Green Party/Parti Vert,2861,4.4
35095,Chester Brown Libertarian/Libertarien,456,0.7
35095,Nick Lin Marxist-Leninist/Marxiste-Léniniste,140,0.2
35096,Julian Fantino ** Conservative/Conservateur,38533,56.3
35096,Mario Ferri Liberal/Libéral,20435,29.9
35096,Mark Pratt NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7940,11.6
35096,Claudia Rodriguez-Larrain Green Party/Parti Vert,1515,2.2
35097,Malcolm Allen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,21917,42.2
35097,Leanna Villella Conservative/Conservateur,20895,40.2
35097,John Maloney Liberal/Libéral,7276,14
35097,Robin Williamson Green Party/Parti Vert,1297,2.5
35097,David Vangoolen CHP Canada/PHC Canada,299,0.6
35097,Ray Game Independent/Indépendant,169,0.3
35097,Ron J. Walker Marxist-Leninist/Marxiste-Léniniste,71,0.1
35098,Michael Chong ** Conservative/Conservateur,35132,63.7
35098,Barry Peters Liberal/Libéral,9034,16.4
35098,Anastasia Zavarella NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7146,13
35098,Brent Bouteiller Green Party/Parti Vert,3527,6.4
35098,Jeffrey Streutker CHP Canada/PHC Canada,316,0.6
35099,Jim Flaherty ** Conservative/Conservateur,37525,58.4
35099,Trish McAuliffe NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14305,22.3
35099,Trevor Bardens Liberal/Libéral,9066,14.1
35099,Rebecca Harrison Green Party/Parti Vert,3143,4.9
35099,Josh Insang Libertarian/Libertarien,198,0.3
35100,Chungsen Leung Conservative/Conservateur,22207,41.7
35100,Martha Hall Findlay ** Liberal/Libéral,21275,39.9
35100,Mehdi Mollahasani NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9777,18.4
35101,Joe Comartin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22235,49.9
35101,Denise Ghanam Conservative/Conservateur,14945,33.6
35101,Irek Kusmierczyk Liberal/Libéral,5764,12.9
35101,Kyle Prestanski Green Party/Parti Vert,1354,3
35101,Laura Chesnik Marxist-Leninist/Marxiste-Léniniste,242,0.5
35102,Brian Masse ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,21592,54.3
35102,Lisa Lumley Conservative/Conservateur,12577,31.6
35102,Melanie Deveau Liberal/Libéral,4327,10.9
35102,Alishia Fox Green Party/Parti Vert,1096,2.8
35102,Margaret Villamizar Marxist-Leninist/Marxiste-Léniniste,153,0.4
35103,Mark Adler Conservative/Conservateur,20356,48.5
35103,Ken Dryden ** Liberal/Libéral,13979,33.3
35103,Nick Brownlee NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6656,15.9
35103,Rosemary Frei Green Party/Parti Vert,979,2.3
35104,Peter Van Loan ** Conservative/Conservateur,33614,63.6
35104,Sylvia Gerl NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10190,19.3
35104,Cynthia Wesley-Esquimaux Liberal/Libéral,5702,10.8
35104,John Dewar Green Party/Parti Vert,2851,5.4
35104,Vicki Gunn CHP Canada/PHC Canada,352,0.7
35104,Paul Pisani United Party/Parti Uni,157,0.3
35105,Mike Sullivan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14122,40.1
35105,Alan Tonks ** Liberal/Libéral,11542,32.8
35105,Jilian Saweczko Conservative/Conservateur,8559,24.3
35105,Sonny Day Green Party/Parti Vert,975,2.8
35106,Judy Sgro ** Liberal/Libéral,13030,47
35106,Giulio Manfrini NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7721,27.8
35106,Audrey Walters Conservative/Conservateur,6122,22.1
35106,Unblind Kheper Keseb Efekh Tibbin Green Party/Parti Vert,450,1.6
35106,George Okoth Otura CHP Canada/PHC Canada,231,0.8
35106,Arthur Smitherman CAP/PAC,170,0.6
46001,Merv Tweed ** Conservative/Conservateur,22386,63.7
46001,John Bouché NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8845,25.2
46001,Dave Barnes Green Party/Parti Vert,2012,5.7
46001,Wes Penner Liberal/Libéral,1882,5.4
46002,Steven Fletcher ** Conservative/Conservateur,23264,57.6
46002,Tom Paulley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8134,20.1
46002,Rob Clement Liberal/Libéral,7433,18.4
46002,Denali Enns Green Party/Parti Vert,1587,3.9
46003,Niki Ashton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10262,51.1
46003,Wally Daudrich Conservative/Conservateur,5256,26.2
46003,Sydney Garrioch Liberal/Libéral,4087,20.4
46003,Alberteen Spence Green Party/Parti Vert,471,2.3
46004,Robert Sopuck ** Conservative/Conservateur,18543,63.1
46004,Cheryl Osborne NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7657,26.1
46004,Wendy Menzies Liberal/Libéral,1947,6.6
46004,Kate Storey Green Party/Parti Vert,1243,4.2
46005,Lawrence Toet Conservative/Conservateur,15298,46.4
46005,Jim Maloway ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14998,45.5
46005,Ilona Niemczyk Liberal/Libéral,1660,5
46005,Ellen Young Green Party/Parti Vert,1017,3.1
46006,Joy Smith ** Conservative/Conservateur,22670,58.2
46006,Rachelle Devine NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11727,30.1
46006,Victor Andres Liberal/Libéral,3199,8.2
46006,Alon David Weinberg Green Party/Parti Vert,1020,2.6
46006,Brett Ryall Independent/Indépendant,218,0.6
46006,Eduard Hiebert Independent/Indépendant,145,0.4
46007,Candice Hoeppner ** Conservative/Conservateur,26899,76
46007,Mohamed Alli NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3478,9.8
46007,M.J. Willard Liberal/Libéral,2221,6.3
46007,Matthew Friesen Green Party/Parti Vert,1996,5.6
46007,Jerome Dondo CHP Canada/PHC Canada,805,2.3
46008,Vic Toews ** Conservative/Conservateur,27820,70.6
46008,Al Mackling NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7051,17.9
46008,Terry Hayward Liberal/Libéral,2645,6.7
46008,Janine Gibson Green Party/Parti Vert,1164,3
46008,David Reimer CHP Canada/PHC Canada,510,1.3
46008,Ric Lim Pirate Party/Parti Pirate,215,0.5
46009,Shelly Glover ** Conservative/Conservateur,21737,50.3
46009,Raymond Simard Liberal/Libéral,13314,30.8
46009,Patrice Miniely NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6935,16
46009,Marc Payette Green Party/Parti Vert,1245,2.9
46010,James Bezan ** Conservative/Conservateur,26848,65.2
46010,Sean Palsson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10933,26.5
46010,Duncan Geisler Liberal/Libéral,1980,4.8
46010,Don Winstone Green Party/Parti Vert,1423,3.5
46011,Pat Martin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13928,53.7
46011,Bev Pitura Conservative/Conservateur,7173,27.6
46011,Allan Wise Liberal/Libéral,2872,11.1
46011,Jacqueline Romanow Green Party/Parti Vert,1830,7.1
46011,Darrell Rankin Communist/Communiste,152,0.6
46012,Kevin Lamoureux ** Liberal/Libéral,9097,35.8
46012,Rebecca Blaikie NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9053,35.6
46012,Ann Matejicka Conservative/Conservateur,6701,26.4
46012,John Harvie Green Party/Parti Vert,458,1.8
46012,Frank Komarniski Communist/Communiste,118,0.5
46013,Rod Bruinooge ** Conservative/Conservateur,22840,52.2
46013,Terry Duguid Liberal/Libéral,14296,32.7
46013,Dave Gaudreau NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5693,13
46013,Caitlin McIntyre Green Party/Parti Vert,889,2
46014,Joyce Bateman Conservative/Conservateur,15506,38.8
46014,Anita Neville ** Liberal/Libéral,14784,37
46014,Dennis Lewycky NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7945,19.9
46014,Joshua McNeil Green Party/Parti Vert,1383,3.5
46014,Matt Henderson Independent/Indépendant,218,0.5
46014,Lyndon B. Froese Independent/Indépendant,103,0.3
47001,Gerry Ritz ** Conservative/Conservateur,19203,66.9
47001,Glenn Tait NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7767,27.1
47001,Jordan LaPlante Liberal/Libéral,950,3.3
47001,Norbert Kratchmer Green Party/Parti Vert,785,2.7
47002,Lynne Yelich ** Conservative/Conservateur,23280,54.4
47002,Darien Moore NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15769,36.8
47002,Deborah J. Walker Liberal/Libéral,2713,6.3
47002,Shawn Setyo Green Party/Parti Vert,1033,2.4
47004,David Anderson ** Conservative/Conservateur,20555,69.8
47004,Trevor Peterson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6248,21.2
47004,Duane Filson Liberal/Libéral,1838,6.2
47004,Helmi Scott Green Party/Parti Vert,788,2.7
47003,Rob Gordon Clarke ** Conservative/Conservateur,10509,47.9
47003,Lawrence Joseph NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9715,44.3
47003,Gabe Lafond Liberal/Libéral,1144,5.2
47003,George Morin Green Party/Parti Vert,560,2.6
47005,Ray Boughen ** Conservative/Conservateur,15850,47
47005,Noah Patrick Evanchuk NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15084,44.7
47005,Russ Collicott Liberal/Libéral,1797,5.3
47005,Larissa Shasko Green Party/Parti Vert,995,3
47006,Randy Hoback ** Conservative/Conservateur,19214,62.2
47006,Valerie Mushinski NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9841,31.8
47006,Ron Wassill Liberal/Libéral,1070,3.5
47006,Myk Brazier Green Party/Parti Vert,666,2.2
47006,Craig Leonard Batley CAP/PAC,116,0.4
47007,Tom Lukiwski ** Conservative/Conservateur,18076,53.2
47007,Brian Sklar NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12518,36.8
47007,Monica Lysack Liberal/Libéral,2467,7.3
47007,Billy Patterson Green Party/Parti Vert,911,2.7
47008,Andrew Scheer ** Conservative/Conservateur,15896,53.5
47008,Fred Clipsham NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11419,38.4
47008,Jackie Miller Liberal/Libéral,1400,4.7
47008,Greg Chatterson Green Party/Parti Vert,879,3
47008,Jeff Breti Independent/Indépendant,127,0.4
47009,Brad Trost ** Conservative/Conservateur,19954,52.7
47009,Denise Kouri NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13271,35.1
47009,Darren Hill Liberal/Libéral,3013,8
47009,Sandra Finley Green Party/Parti Vert,926,2.4
47009,Jim Pankiw Independent/Indépendant,682,1.8
47010,Kelly Block ** Conservative/Conservateur,14652,48.7
47010,Nettie Wiebe NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14114,46.9
47010,Lee Reaney Liberal/Libéral,697,2.3
47010,Vicki Strelioff Green Party/Parti Vert,626,2.1
47011,Maurice Vellacott ** Conservative/Conservateur,21183,58.4
47011,John Parry NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11395,31.4
47011,Patricia Zipchen Liberal/Libéral,2428,6.7
47011,Mark Bigland-Pritchard Green Party/Parti Vert,1250,3.4
47012,Ed Komarnicki ** Conservative/Conservateur,21598,74
47012,Allan Arthur NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5461,18.7
47012,Gerald Borrowman Liberal/Libéral,1236,4.2
47012,Bob Deptuck Green Party/Parti Vert,898,3.1
47013,Ralph Goodale ** Liberal/Libéral,15823,40.8
47013,Ian Shields Conservative/Conservateur,14291,36.9
47013,Marc Spooner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7681,19.8
47013,Bill Clary Green Party/Parti Vert,954,2.5
47014,Garry Breitkreuz ** Conservative/Conservateur,21906,68.9
47014,Douglas Ottenbreit NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6931,21.8
47014,Kash Andreychuk Liberal/Libéral,2167,6.8
47014,Elaine Hughes Green Party/Parti Vert,774,2.4
48006,Lee Richardson ** Conservative/Conservateur,28401,57.7
48006,Jennifer Pollock Liberal/Libéral,8631,17.5
48006,Donna Marlis Montgomery NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7314,14.9
48006,William Hamilton Green Party/Parti Vert,4889,9.9
48003,Michelle Rempel Conservative/Conservateur,28443,56.5
48003,Paul Vargis NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8048,16
48003,Stephen James Randall Liberal/Libéral,7046,14
48003,Heather MacIntosh Green Party/Parti Vert,6578,13.1
48003,Peggy Askin Marxist-Leninist/Marxiste-Léniniste,203,0.4
48002,Deepak Obhrai ** Conservative/Conservateur,23372,67.4
48002,Al Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4894,14.1
