district,name,votes,percent_votes
Glengarry--Prescott--Russell,Roy Fjarlie Green Party/Parti Vert,2634,5.27
Glengarry--Prescott--Russell,Tim Bloedow Christian Heritage Party/Parti de l'Héritage Chrétien,464,0.93
Grey--Bruce--Owen Sound,Larry Miller Conservative/conservateur,22411,44.99
Grey--Bruce--Owen Sound,Ovid Jackson ** Liberal/Libéral,17824,35.78
Grey--Bruce--Owen Sound,Sebastian Ostertag N.D.P./N.P.D.,6516,13.08
Grey--Bruce--Owen Sound,Alex Drossos Green Party/Parti Vert,2076,4.17
Grey--Bruce--Owen Sound,Steven J. Taylor Christian Heritage Party/Parti de l'Héritage Chrétien,982,1.97
Guelph,Brenda Chamberlain ** Liberal/Libéral,23442,44.61
Guelph,Jon Dearden Conservative/conservateur,13721,26.11
Guelph,Phil Allt N.D.P./N.P.D.,10527,20.03
Guelph,Mike Nagy Green Party/Parti Vert,3866,7.36
Guelph,Peter Ellis Christian Heritage Party/Parti de l'Héritage Chrétien,634,1.21
Guelph,Lyne Rivard Marijuana Party/Parti Marijuana,291,0.55
Guelph,Manuel Couto Marxist-Leninist/Marxiste-Léniniste,66,0.13
Haldimand--Norfolk,Diane Finley Conservative/conservateur,20981,42.15
Haldimand--Norfolk,Bob Speller ** Liberal/Libéral,19336,38.84
Haldimand--Norfolk,Carrie Sinkowski N.D.P./N.P.D.,7143,14.35
Haldimand--Norfolk,Colin Jones Green Party/Parti Vert,1703,3.42
Haldimand--Norfolk,Steven Elgersma Christian Heritage Party/Parti de l'Héritage Chrétien,617,1.24
Haliburton--Kawartha Lakes--Brock,Barry Devolin Conservative/conservateur,24731,44.23
Haliburton--Kawartha Lakes--Brock,John O'Reilly ** Liberal/Libéral,19294,34.51
Haliburton--Kawartha Lakes--Brock,Gil J. McElroy N.D.P./N.P.D.,8427,15.07
Haliburton--Kawartha Lakes--Brock,Tim Holland Green Party/Parti Vert,2637,4.72
Haliburton--Kawartha Lakes--Brock,Peter Vogel Christian Heritage Party/Parti de l'Héritage Chrétien,493,0.88
Haliburton--Kawartha Lakes--Brock,Charles Olito Independent/Indépendant,330,0.59
Halton,Gary Carr Liberal/Libéral,27362,48.35
Halton,Dean Martin Conservative/conservateur,21704,38.35
Halton,Anwar Naqvi N.D.P./N.P.D.,4642,8.2
Halton,Frank Marchetti Green Party/Parti Vert,2889,5.1
Hamilton Centre/Hamilton-Centre,David Christopherson N.D.P./N.P.D.,20321,45.81
Hamilton Centre/Hamilton-Centre,Stan Keyes ** Liberal/Libéral,14948,33.7
Hamilton Centre/Hamilton-Centre,Leon Patrick O'Connor Conservative/conservateur,6714,15.13
Hamilton Centre/Hamilton-Centre,Anne Marie Pavlov Green Party/Parti Vert,1422,3.21
Hamilton Centre/Hamilton-Centre,Stephen Downey Christian Heritage Party/Parti de l'Héritage Chrétien,520,1.17
Hamilton Centre/Hamilton-Centre,Michael James Baldasaro No Affiliation/Aucune appartenance,345,0.78
Hamilton Centre/Hamilton-Centre,Jamilé Ghaddar Marxist-Leninist/Marxiste-Léniniste,91,0.21
Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek,Tony Valeri ** Liberal/Libéral,18417,37.74
Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek,Tony DePaulo N.D.P./N.P.D.,17490,35.84
Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek,Fred Eisenberger Conservative/conservateur,10888,22.31
Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek,Richard Safka Green Party/Parti Vert,1446,2.96
Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek,Sam Cino Independent/Indépendant,393,0.81
Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek,Bob Mann Communist/Communiste,166,0.34
Hamilton Mountain,Beth Phinney ** Liberal/Libéral,18548,34.81
Hamilton Mountain,Chris Charlton N.D.P./N.P.D.,17552,32.94
Hamilton Mountain,Tom Jackson Conservative/conservateur,15590,29.26
Hamilton Mountain,Jo Pavlov Green Party/Parti Vert,1378,2.59
Hamilton Mountain,Paul Lane Marxist-Leninist/Marxiste-Léniniste,214,0.4
Huron--Bruce,Paul Steckle ** Liberal/Libéral,25538,49.79
Huron--Bruce,Barb Fisher Conservative/conservateur,15930,31.06
Huron--Bruce,Grant Robertson N.D.P./N.P.D.,6707,13.08
Huron--Bruce,Dave Vasey Green Party/Parti Vert,1518,2.96
Huron--Bruce,Dave Joslin Christian Heritage Party/Parti de l'Héritage Chrétien,958,1.87
Huron--Bruce,Glen Smith Marijuana Party/Parti Marijuana,638,1.24
Kenora,Roger Valley Liberal/Libéral,8563,36.23
Kenora,Susan Barclay N.D.P./N.P.D.,7577,32.06
Kenora,Bill Brown Conservative/conservateur,6598,27.92
Kenora,Carl Chaboyer Green Party/Parti Vert,898,3.8
Kingston and the Islands/Kingston et les Îles,Peter Milliken ** Liberal/Libéral,28544,52.45
Kingston and the Islands/Kingston et les Îles,Blair MacLean Conservative/conservateur,12582,23.12
Kingston and the Islands/Kingston et les Îles,Rob Hutchison N.D.P./N.P.D.,8964,16.47
Kingston and the Islands/Kingston et les Îles,Janina Fisher Balfour Green Party/Parti Vert,3339,6.13
Kingston and the Islands/Kingston et les Îles,Terry Marshall Christian Heritage Party/Parti de l'Héritage Chrétien,481,0.88
Kingston and the Islands/Kingston et les Îles,Rosie The Clown Elston Independent/Indépendant,237,0.44
Kingston and the Islands/Kingston et les Îles,Don Rogers Canadian Action/Action canadienne,179,0.33
Kingston and the Islands/Kingston et les Îles,Karl Eric Walker Independent/Indépendant,100,0.18
Kitchener Centre/Kitchener-Centre,Karen Redman ** Liberal/Libéral,21264,47.13
Kitchener Centre/Kitchener-Centre,Thomas Ichim Conservative/conservateur,12412,27.51
Kitchener Centre/Kitchener-Centre,Richard Walsh-Bowers N.D.P./N.P.D.,8717,19.32
Kitchener Centre/Kitchener-Centre,Karol Vesely Green Party/Parti Vert,2450,5.43
Kitchener Centre/Kitchener-Centre,Mark Corbiere Independent/Indépendant,277,0.61
Kitchener--Conestoga,Lynn Myers ** Liberal/Libéral,17819,42.29
Kitchener--Conestoga,Frank Luellau Conservative/conservateur,14903,35.37
Kitchener--Conestoga,Len Carter N.D.P./N.P.D.,6623,15.72
Kitchener--Conestoga,Kris Stapleton Green Party/Parti Vert,2793,6.63
Kitchener--Waterloo,Andrew Telegdi ** Liberal/Libéral,28015,48.12
Kitchener--Waterloo,Steve Strauss Conservative/conservateur,17155,29.47
Kitchener--Waterloo,Edwin Laryea N.D.P./N.P.D.,9267,15.92
Kitchener--Waterloo,Pauline Richards Green Party/Parti Vert,3277,5.63
Kitchener--Waterloo,Frank Ellis Christian Heritage Party/Parti de l'Héritage Chrétien,379,0.65
Kitchener--Waterloo,Ciprian Mihalcea Independent/Indépendant,124,0.21
Lanark--Frontenac--Lennox and Addington,Scott Jeffrey Reid ** Conservative/conservateur,27566,48.77
Lanark--Frontenac--Lennox and Addington,Larry McCormick ** Liberal/Libéral,17507,30.97
Lanark--Frontenac--Lennox and Addington,Ross Sutherland N.D.P./N.P.D.,7418,13.12
Lanark--Frontenac--Lennox and Addington,John Baranyi Green Party/Parti Vert,2736,4.84
Lanark--Frontenac--Lennox and Addington,Bill Vankoughnet Independent/Indépendant,820,1.45
Lanark--Frontenac--Lennox and Addington,George Walter Kolaczynski Marijuana Party/Parti Marijuana,479,0.85
Leeds--Grenville,Gord Brown Conservative/conservateur,26002,50.46
Leeds--Grenville,Joe Jordan ** Liberal/Libéral,16967,32.93
Leeds--Grenville,Steve Armstrong N.D.P./N.P.D.,5834,11.32
Leeds--Grenville,Chris Bradshaw Green Party/Parti Vert,2722,5.28
London--Fanshawe,Pat O'Brien ** Liberal/Libéral,15664,38.08
London--Fanshawe,Irene Mathyssen N.D.P./N.P.D.,12511,30.41
London--Fanshawe,John Mazzilli Conservative/conservateur,10811,26.28
London--Fanshawe,Ed Moore Green Party/Parti Vert,1634,3.97
London--Fanshawe,Derrall Bellaire PC Party/Parti PC,453,1.1
London--Fanshawe,Cameron Switzer Marxist-Leninist/Marxiste-Léniniste,65,0.16
London North Centre/London-Centre-Nord,Joe Fontana ** Liberal/Libéral,21472,43.08
London North Centre/London-Centre-Nord,Tim Gatten Conservative/conservateur,13677,27.44
London North Centre/London-Centre-Nord,Joe Swan N.D.P./N.P.D.,12034,24.14
London North Centre/London-Centre-Nord,Bronagh Joyce Morgan Green Party/Parti Vert,2376,4.77
London North Centre/London-Centre-Nord,Rod Morley PC Party/Parti PC,220,0.44
London North Centre/London-Centre-Nord,Gustavo Granados-Ocon Marxist-Leninist/Marxiste-Léniniste,67,0.13
London West/London-Ouest,Sue Barnes ** Liberal/Libéral,25061,45.48
London West/London-Ouest,Mike Menear Conservative/conservateur,17335,31.46
London West/London-Ouest,Gina Barber N.D.P./N.P.D.,9522,17.28
London West/London-Ouest,Rebecca Bromwich Green Party/Parti Vert,2611,4.74
London West/London-Ouest,Steve Hunter PC Party/Parti PC,511,0.93
London West/London-Ouest,Margaret Villamizar Marxist-Leninist/Marxiste-Léniniste,67,0.12
Markham--Unionville,John McCallum ** Liberal/Libéral,30442,66.31
Markham--Unionville,Joe Li Conservative/conservateur,10325,22.49
Markham--Unionville,Janice Hagan N.D.P./N.P.D.,3993,8.7
Markham--Unionville,Ed Wong Green Party/Parti Vert,1148,2.5
Middlesex--Kent--Lambton,Rose-Marie Ur ** Liberal/Libéral,19452,39.73
Middlesex--Kent--Lambton,Bev Shipley Conservative/conservateur,19288,39.39
Middlesex--Kent--Lambton,Kevin Blake N.D.P./N.P.D.,7376,15.06
Middlesex--Kent--Lambton,Allan McKeown Green Party/Parti Vert,1834,3.75
Middlesex--Kent--Lambton,Allan James Christian Heritage Party/Parti de l'Héritage Chrétien,1015,2.07
Mississauga--Brampton South/Mississauga--Brampton-Sud,Navdeep Bains Liberal/Libéral,24753,57.16
Mississauga--Brampton South/Mississauga--Brampton-Sud,Parvinder Sandhu Conservative/conservateur,10433,24.09
Mississauga--Brampton South/Mississauga--Brampton-Sud,Larry Taylor N.D.P./N.P.D.,6411,14.8
Mississauga--Brampton South/Mississauga--Brampton-Sud,Paul Simas Green Party/Parti Vert,1525,3.52
Mississauga--Brampton South/Mississauga--Brampton-Sud,David Gershuny Marxist-Leninist/Marxiste-Léniniste,185,0.43
Mississauga East--Cooksville/Mississauga-Est--Cooksville,Albina Guarnieri ** Liberal/Libéral,22435,56.7
Mississauga East--Cooksville/Mississauga-Est--Cooksville,Riina DeFaria Conservative/conservateur,10299,26.03
Mississauga East--Cooksville/Mississauga-Est--Cooksville,Jim Gill N.D.P./N.P.D.,4619,11.67
Mississauga East--Cooksville/Mississauga-Est--Cooksville,Jason Robert Hinchliffe Green Party/Parti Vert,1167,2.95
Mississauga East--Cooksville/Mississauga-Est--Cooksville,Sally Wong Christian Heritage Party/Parti de l'Héritage Chrétien,778,1.97
Mississauga East--Cooksville/Mississauga-Est--Cooksville,Pierre Chénier Marxist-Leninist/Marxiste-Léniniste,154,0.39
Mississauga East--Cooksville/Mississauga-Est--Cooksville,Andrew Seitz Independent/Indépendant,114,0.29
Mississauga--Erindale,Carolyn Parrish ** Liberal/Libéral,28246,54.37
Mississauga--Erindale,Bob Dechert Conservative/conservateur,16600,31.95
Mississauga--Erindale,Simon Black N.D.P./N.P.D.,5104,9.82
Mississauga--Erindale,Jeff Brownridge Green Party/Parti Vert,1855,3.57
Mississauga--Erindale,David Greig Marxist-Leninist/Marxiste-Léniniste,145,0.28
Mississauga South/Mississauga-Sud,Paul John Mark Szabo ** Liberal/Libéral,24628,51.67
Mississauga South/Mississauga-Sud,Phil Green Conservative/conservateur,16027,33.62
Mississauga South/Mississauga-Sud,Michael James Culkin N.D.P./N.P.D.,5004,10.5
Mississauga South/Mississauga-Sud,Neeraj Jain Green Party/Parti Vert,1899,3.98
Mississauga South/Mississauga-Sud,Dagmar Sullivan Marxist-Leninist/Marxiste-Léniniste,107,0.22
Mississauga--Streetsville,Wajid Khan Liberal/Libéral,22768,50.56
Mississauga--Streetsville,Nina Tangri Conservative/conservateur,14287,31.73
Mississauga--Streetsville,Manjinder Rai N.D.P./N.P.D.,4266,9.47
Mississauga--Streetsville,Otto Casanova Green Party/Parti Vert,2415,5.36
Mississauga--Streetsville,Peter Gibson Creighton PC Party/Parti PC,1293,2.87
Nepean--Carleton,Pierre Poilievre Conservative/conservateur,30420,45.66
Nepean--Carleton,David Pratt ** Liberal/Libéral,26684,40.05
Nepean--Carleton,Phil Brown N.D.P./N.P.D.,6072,9.11
Nepean--Carleton,Chris Walker Green Party/Parti Vert,2886,4.33
Nepean--Carleton,Brad Powers Marijuana Party/Parti Marijuana,561,0.84
Newmarket--Aurora,Belinda Stronach Conservative/conservateur,21818,42.42
Newmarket--Aurora,Martha Hall Findlay Liberal/Libéral,21129,41.08
Newmarket--Aurora,Ed Chudak N.D.P./N.P.D.,5111,9.94
Newmarket--Aurora,Daryl Wyatt Green Party/Parti Vert,2298,4.47
Newmarket--Aurora,Dorian Baxter PC Party/Parti PC,1079,2.1
Niagara Falls,Rob Nicholson Conservative/conservateur,19882,38.7
Niagara Falls,Victor Pietrangelo Liberal/Libéral,18745,36.48
Niagara Falls,Wayne Gates N.D.P./N.P.D.,10680,20.79
Niagara Falls,Ted Mousseau Green Party/Parti Vert,2071,4.03
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,Dean Allison Conservative/conservateur,20874,40.29
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,Debbie Zimmerman Liberal/Libéral,20210,39.01
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,Dave Heatley N.D.P./N.P.D.,7681,14.82
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,Tom Ferguson Green Party/Parti Vert,1761,3.4
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,David Bylsma Christian Heritage Party/Parti de l'Héritage Chrétien,1107,2.14
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,Phil Rose Canadian Action/Action canadienne,179,0.35
Nickel Belt,Raymond Bonin ** Liberal/Libéral,17188,42.41
Nickel Belt,Claude Gravelle N.D.P./N.P.D.,13980,34.5
Nickel Belt,Mike Dupont Conservative/conservateur,7628,18.82
Nickel Belt,Steve Lafleur Green Party/Parti Vert,1031,2.54
Nickel Belt,Michel D. Ethier Marijuana Party/Parti Marijuana,430,1.06
Nickel Belt,Don Lavallee Independent/Indépendant,217,0.54
Nickel Belt,Steve Rutchinski Marxist-Leninist/Marxiste-Léniniste,51,0.13
Nipissing--Timiskaming,Anthony Rota Liberal/Libéral,18254,42.31
Nipissing--Timiskaming,Al McDonald Conservative/conservateur,16001,37.09
Nipissing--Timiskaming,Dave Fluri N.D.P./N.P.D.,7354,17.05
Nipissing--Timiskaming,Les Wilcox Green Party/Parti Vert,1329,3.08
Nipissing--Timiskaming,Ross MacLean Canadian Action/Action canadienne,204,0.47
Northumberland--Quinte West,Paul Macklin ** Liberal/Libéral,22989,39.85
Northumberland--Quinte West,Doug Galt Conservative/conservateur,22676,39.31
Northumberland--Quinte West,Russ Christianson N.D.P./N.P.D.,9007,15.61
Northumberland--Quinte West,Steven Haylestrom Green Party/Parti Vert,3016,5.23
Oak Ridges--Markham,Lui Temelkovski Liberal/Libéral,31964,51.73
Oak Ridges--Markham,Bob Callow Conservative/conservateur,20712,33.52
Oak Ridges--Markham,Pamela Courtot N.D.P./N.P.D.,5430,8.79
Oak Ridges--Markham,Bernadette Manning Green Party/Parti Vert,2406,3.89
Oak Ridges--Markham,Jim Conrad PC Party/Parti PC,820,1.33
Oak Ridges--Markham,Maurice G Whittle Christian Heritage Party/Parti de l'Héritage Chrétien,458,0.74
Oakville,M.A. Bonnie Brown ** Liberal/Libéral,28729,52.01
Oakville,Rick Byers Conservative/conservateur,19524,35.35
Oakville,Alison Myrden N.D.P./N.P.D.,4027,7.29
Oakville,Tania Orton Green Party/Parti Vert,2861,5.18
Oakville,Zeshan Shahbaz Canadian Action/Action canadienne,95,0.17
Oshawa,Colin Carrie Conservative/conservateur,15815,33.21
Oshawa,Sid Ryan N.D.P./N.P.D.,15352,32.24
Oshawa,Louise V. Parkes Liberal/Libéral,14510,30.47
Oshawa,Liisa Whalley Green Party/Parti Vert,1850,3.89
Oshawa,Tim Sullivan Marxist-Leninist/Marxiste-Léniniste,91,0.19
Ottawa Centre/Ottawa-Centre,Ed Broadbent N.D.P./N.P.D.,25734,41.05
Ottawa Centre/Ottawa-Centre,Richard Mahoney Liberal/Libéral,19478,31.07
Ottawa Centre/Ottawa-Centre,Mike Murphy Conservative/conservateur,11933,19.04
Ottawa Centre/Ottawa-Centre,David Chernushenko Green Party/Parti Vert,4730,7.55
Ottawa Centre/Ottawa-Centre,Michael Foster Marijuana Party/Parti Marijuana,455,0.73
Ottawa Centre/Ottawa-Centre,Robert G. Gauthier Independent/Indépendant,121,0.19
Ottawa Centre/Ottawa-Centre,Stuart Ryan Communist/Communiste,90,0.14
Ottawa Centre/Ottawa-Centre,Carla Marie Dancey Canadian Action/Action canadienne,76,0.12
Ottawa Centre/Ottawa-Centre,Louis Lang Marxist-Leninist/Marxiste-Léniniste,67,0.11
Ottawa--Orléans,Marc Godbout Liberal/Libéral,26383,44.99
Ottawa--Orléans,Walter Robinson Conservative/conservateur,23655,40.34
Ottawa--Orléans,Crystal Leblanc N.D.P./N.P.D.,5905,10.07
Ottawa--Orléans,Dan Biocchi Green Party/Parti Vert,2699,4.6
Ottawa South/Ottawa-Sud,David McGuinty Liberal/Libéral,25956,43.82
Ottawa South/Ottawa-Sud,Alan Riddell Conservative/conservateur,20622,34.82
Ottawa South/Ottawa-Sud,Monia Mazigh N.D.P./N.P.D.,8080,13.64
Ottawa South/Ottawa-Sud,John Ford Green Party/Parti Vert,3398,5.74
Ottawa South/Ottawa-Sud,John Akpata Marijuana Party/Parti Marijuana,495,0.84
Ottawa South/Ottawa-Sud,Brad Thomson PC Party/Parti PC,375,0.63
Ottawa South/Ottawa-Sud,Raymond Aubin Independent/Indépendant,225,0.38
Ottawa South/Ottawa-Sud,Saroj Bains Marxist-Leninist/Marxiste-Léniniste,79,0.13
Ottawa--Vanier,Mauril Bélanger ** Liberal/Libéral,25952,49.17
Ottawa--Vanier,Kevin Friday Conservative/conservateur,12769,24.19
Ottawa--Vanier,Ric Dagenais N.D.P./N.P.D.,9787,18.54
Ottawa--Vanier,Raphaël Thierrin Green Party/Parti Vert,3628,6.87
Ottawa--Vanier,Carol Taylor Marijuana Party/Parti Marijuana,558,1.06
Ottawa--Vanier,Françoise Roy Marxist-Leninist/Marxiste-Léniniste,85,0.16
Ottawa West--Nepean/Ottawa-Ouest--Nepean,Marlene Catterall ** Liberal/Libéral,23971,41.78
Ottawa West--Nepean/Ottawa-Ouest--Nepean,Sean Casey Conservative/conservateur,22591,39.37
Ottawa West--Nepean/Ottawa-Ouest--Nepean,Marlene Rivier N.D.P./N.P.D.,7449,12.98
Ottawa West--Nepean/Ottawa-Ouest--Nepean,Neil Adair Green Party/Parti Vert,2748,4.79
Ottawa West--Nepean/Ottawa-Ouest--Nepean,Russell Barth Marijuana Party/Parti Marijuana,430,0.75
Ottawa West--Nepean/Ottawa-Ouest--Nepean,Mary-Sue Haliburton Canadian Action/Action canadienne,121,0.21
Ottawa West--Nepean/Ottawa-Ouest--Nepean,Alexandre Legeais Marxist-Leninist/Marxiste-Léniniste,68,0.12
Oxford,Dave Mackenzie Conservative/conservateur,20606,44.89
Oxford,Murray Coulter Liberal/Libéral,14011,30.52
Oxford,Zoé Dorcas Kunschner N.D.P./N.P.D.,6673,14.54
Oxford,Irene Tietz Green Party/Parti Vert,1951,4.25
Oxford,Leslie Bartley Christian Heritage Party/Parti de l'Héritage Chrétien,1534,3.34
Oxford,James Bender Marijuana Party/Parti Marijuana,794,1.73
Oxford,Kaye Sargent Libertarian/Libertarien,226,0.49
Oxford,Alex Kreider Canadian Action/Action canadienne,108,0.24
Parkdale--High Park,Sarmite (Sam) Bulte ** Liberal/Libéral,19727,42.05
Parkdale--High Park,Peggy Nash N.D.P./N.P.D.,16201,34.53
Parkdale--High Park,Jurij Klufas Conservative/conservateur,7221,15.39
Parkdale--High Park,Neil Spiegel Green Party/Parti Vert,3249,6.93
Parkdale--High Park,Terry Parker Marijuana Party/Parti Marijuana,384,0.82
Parkdale--High Park,Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste,130,0.28
Parry Sound--Muskoka,Andy Mitchell ** Liberal/Libéral,19271,43.86
Parry Sound--Muskoka,Keith Montgomery Conservative/conservateur,15970,36.35
Parry Sound--Muskoka,Jo-Anne Marie Boulding N.D.P./N.P.D.,5171,11.77
Parry Sound--Muskoka,Glen Hodgson Green Party/Parti Vert,3524,8.02
Perth--Wellington,Gary Ralph Schellenberger ** Conservative/conservateur,18879,41.97
Perth--Wellington,Brian Innes Liberal/Libéral,15032,33.42
Perth--Wellington,Robert Roth N.D.P./N.P.D.,7027,15.62
Perth--Wellington,John Cowling Green Party/Parti Vert,2770,6.16
Perth--Wellington,Irma Nicolette Devries Christian Heritage Party/Parti de l'Héritage Chrétien,1273,2.83
Peterborough,Peter Adams ** Liberal/Libéral,25099,43.55
Peterborough,James Jackson Conservative/conservateur,18393,31.92
Peterborough,Linda Slavin N.D.P./N.P.D.,10957,19.01
Peterborough,Brent Wood Green Party/Parti Vert,3182,5.52
Pickering--Scarborough East/Pickering--Scarborough-Est,Dan McTeague ** Liberal/Libéral,27312,56.98
Pickering--Scarborough East/Pickering--Scarborough-Est,Tim Dobson Conservative/conservateur,13417,27.99
Pickering--Scarborough East/Pickering--Scarborough-Est,Gary Dale N.D.P./N.P.D.,5392,11.25
Pickering--Scarborough East/Pickering--Scarborough-Est,Matthew Pollesel Green Party/Parti Vert,1809,3.77
Prince Edward--Hastings,Daryl Kramp Conservative/conservateur,22598,42.36
Prince Edward--Hastings,Bruce Knutson Liberal/Libéral,20042,37.57
Prince Edward--Hastings,Dan Douglas N.D.P./N.P.D.,8105,15.19
Prince Edward--Hastings,Tom Lawson Green Party/Parti Vert,2130,3.99
Prince Edward--Hastings,Joseph Sahadat Independent/Indépendant,468,0.88
Renfrew--Nipissing--Pembroke,Cheryl Gallant ** Conservative/conservateur,27494,55.08
Renfrew--Nipissing--Pembroke,Rob Jamieson Liberal/Libéral,14798,29.65
Renfrew--Nipissing--Pembroke,Sue McSheffrey N.D.P./N.P.D.,5720,11.46
Renfrew--Nipissing--Pembroke,Gordon S McLeod Green Party/Parti Vert,1191,2.39
Renfrew--Nipissing--Pembroke,Stanley Sambey Marijuana Party/Parti Marijuana,714,1.43
Richmond Hill,Bryon Wilfert ** Liberal/Libéral,27102,58.48
Richmond Hill,Pete Merrifield Conservative/conservateur,11530,24.88
Richmond Hill,C. Nella Cotrupi N.D.P./N.P.D.,4495,9.7
Richmond Hill,Tim Rudkins Green Party/Parti Vert,2144,4.63
Richmond Hill,Ellena Lam PC Party/Parti PC,1074,2.32
St. Catharines,Walt Lastewka ** Liberal/Libéral,21277,40.44
St. Catharines,Leo Bonomi Conservative/conservateur,18261,34.71
St. Catharines,Ted Mouradian N.D.P./N.P.D.,10135,19.26
St. Catharines,Jim Fannon Green Party/Parti Vert,1927,3.66
St. Catharines,Linda Klassen Christian Heritage Party/Parti de l'Héritage Chrétien,751,1.43
St. Catharines,Jane Elizabeth Paxton Canadian Action/Action canadienne,204,0.39
St. Catharines,Elaine Couto Marxist-Leninist/Marxiste-Léniniste,61,0.12
St. Paul's,Carolyn Bennett ** Liberal/Libéral,32171,58.39
St. Paul's,Barry Cline Conservative/conservateur,11226,20.38
St. Paul's,Norman Tobias N.D.P./N.P.D.,8667,15.73
St. Paul's,Peter Elgie Green Party/Parti Vert,3031,5.5
Sarnia--Lambton,Roger Gallaway ** Liberal/Libéral,19932,41.93
Sarnia--Lambton,Marcel Beaubien Conservative/conservateur,14500,30.5
Sarnia--Lambton,Greg Agar N.D.P./N.P.D.,7764,16.33
Sarnia--Lambton,Anthony Cramer Green Party/Parti Vert,2548,5.36
Sarnia--Lambton,Gary De Boer Christian Heritage Party/Parti de l'Héritage Chrétien,1819,3.83
Sarnia--Lambton,Dave Core Independent/Indépendant,749,1.58
Sarnia--Lambton,John Elliott Independent/Indépendant,229,0.48
Sault Ste. Marie,Tony Martin N.D.P./N.P.D.,16512,38.29
Sault Ste. Marie,Carmen Provenzano ** Liberal/Libéral,15760,36.55
Sault Ste. Marie,Cameron Ross Conservative/conservateur,9969,23.12
Sault Ste. Marie,Julie Emmerson Green Party/Parti Vert,814,1.89
Sault Ste. Marie,Mike Taffarel Marxist-Leninist/Marxiste-Léniniste,67,0.16
Scarborough--Agincourt,Jim Karygiannis ** Liberal/Libéral,26400,64.08
Scarborough--Agincourt,Andrew Faust Conservative/conservateur,8649,20.99
Scarborough--Agincourt,D'Arcy Palmer N.D.P./N.P.D.,4182,10.15
Scarborough--Agincourt,Tony J. Karadimas PC Party/Parti PC,1048,2.54
Scarborough--Agincourt,Wayne Yeechong Green Party/Parti Vert,919,2.23
Scarborough Centre/Scarborough-Centre,John Cannis ** Liberal/Libéral,20740,56.65
Scarborough Centre/Scarborough-Centre,John Mihtis Conservative/conservateur,8515,23.26
Scarborough Centre/Scarborough-Centre,Greg Gogan N.D.P./N.P.D.,6156,16.82
Scarborough Centre/Scarborough-Centre,Greg Bonser Green Party/Parti Vert,1045,2.85
Scarborough Centre/Scarborough-Centre,Dorothy Sauras Communist/Communiste,152,0.42
Scarborough--Guildwood,John McKay ** Liberal/Libéral,20950,57.53
Scarborough--Guildwood,Tom Varesh Conservative/conservateur,8277,22.73
Scarborough--Guildwood,Sheila White N.D.P./N.P.D.,5885,16.16
Scarborough--Guildwood,Paul Charbonneau Green Party/Parti Vert,1106,3.04
Scarborough--Guildwood,Brenda Thompson Canadian Action/Action canadienne,200,0.55
Scarborough--Rouge River,Derek Lee ** Liberal/Libéral,22564,57.92
Scarborough--Rouge River,Raymond Cho Independent/Indépendant,6962,17.87
Scarborough--Rouge River,Tony Backhurst Conservative/conservateur,5184,13.31
Scarborough--Rouge River,Fauzia Khan N.D.P./N.P.D.,3635,9.33
Scarborough--Rouge River,Kathryn Holloway Green Party/Parti Vert,610,1.57
Scarborough Southwest/Scarborough-Sud-Ouest,Tom Wappel ** Liberal/Libéral,18776,49.46
Scarborough Southwest/Scarborough-Sud-Ouest,Heather Jewell Conservative/conservateur,9028,23.78
Scarborough Southwest/Scarborough-Sud-Ouest,Dan Harris N.D.P./N.P.D.,8471,22.31
Scarborough Southwest/Scarborough-Sud-Ouest,Peter Van Dalen Green Party/Parti Vert,1520,4
Scarborough Southwest/Scarborough-Sud-Ouest,Elizabeth Rowley Communist/Communiste,168,0.44
Simcoe--Grey,Helena Guergis Conservative/conservateur,22496,40.62
Simcoe--Grey,Paul Bonwick ** Liberal/Libéral,22396,40.44
Simcoe--Grey,Colin Mackinnon N.D.P./N.P.D.,5532,9.99
Simcoe--Grey,Peter Ellis Green Party/Parti Vert,2668,4.82
Simcoe--Grey,Peter Vander Zaag Christian Heritage Party/Parti de l'Héritage Chrétien,2285,4.13
Simcoe North/Simcoe-Nord,Paul DeVillers ** Liberal/Libéral,23664,43.36
Simcoe North/Simcoe-Nord,Peter Stock Conservative/conservateur,20570,37.69
Simcoe North/Simcoe-Nord,Jen Hill N.D.P./N.P.D.,6162,11.29
Simcoe North/Simcoe-Nord,Mary Lou Kirby Green Party/Parti Vert,3486,6.39
Simcoe North/Simcoe-Nord,Adrian Kooger Christian Heritage Party/Parti de l'Héritage Chrétien,544,1
Simcoe North/Simcoe-Nord,Ian Woods Canadian Action/Action canadienne,145,0.27
Stormont--Dundas--South Glengarry,Guy Lauzon Conservative/conservateur,21678,44.85
