district	district_name	results_type	surname	given_name	party	votes	percent_votes	rejected_ballots	total_ballots
13007	Moncton--Riverview--Dieppe	preliminary	MacDonald	Brad	Animal Protection Party	414	0.8	0	51943
13007	Moncton--Riverview--Dieppe	preliminary	MacLaren	Luke	NDP-New Democratic Party	6164	11.9	0	51943
13007	Moncton--Riverview--Dieppe	preliminary	Petitpas Taylor	Ginette	Liberal	22261	42.9	0	51943
13007	Moncton--Riverview--Dieppe	preliminary	Williams	Rhys	Christian Heritage Party	285	0.5	0	51943
13007	Moncton--Riverview--Dieppe	validated	Driver	Stephen	People's Party	1258	2.4	396	52224
13007	Moncton--Riverview--Dieppe	validated	Godin-Charest	Sylvie	Conservative	12200	23.5	396	52224
13007	Moncton--Riverview--Dieppe	validated	Kelly	Claire	Green Party	9287	17.9	396	52224
13007	Moncton--Riverview--Dieppe	validated	MacDonald	Brad	Animal Protection Party	373	0.7	396	52224
13007	Moncton--Riverview--Dieppe	validated	MacLaren	Luke	NDP-New Democratic Party	6164	11.9	396	52224
13007	Moncton--Riverview--Dieppe	validated	Petitpas Taylor	Ginette	Liberal	22261	43	396	52224
13007	Moncton--Riverview--Dieppe	validated	Williams	Rhys	Christian Heritage Party	285	0.5	396	52224
13008	New Brunswick Southwest	preliminary	Jonah	Susan	Green Party	5352	13.5	0	39648
13008	New Brunswick Southwest	preliminary	Ludwig	Karen	Liberal	10110	25.5	0	39648
13008	New Brunswick Southwest	preliminary	Mullin	Douglas	NDP-New Democratic Party	3251	8.2	0	39648
13008	New Brunswick Southwest	preliminary	Sarty	Meryl	People's Party	1274	3.2	0	39648
13008	New Brunswick Southwest	preliminary	Scott	Abe	VCP	204	0.5	0	39648
13008	New Brunswick Southwest	preliminary	Williamson	John	Conservative	19457	49.1	0	39648
13008	New Brunswick Southwest	validated	Jonah	Susan	Green Party	5352	13.5	301	39879
13008	New Brunswick Southwest	validated	Ludwig	Karen	Liberal	10110	25.5	301	39879
13008	New Brunswick Southwest	validated	Mullin	Douglas	NDP-New Democratic Party	3251	8.2	301	39879
13008	New Brunswick Southwest	validated	Sarty	Meryl	People's Party	1214	3.1	301	39879
13008	New Brunswick Southwest	validated	Scott	Abe	VCP	200	0.5	301	39879
13008	New Brunswick Southwest	validated	Williamson	John	Conservative	19451	49.1	301	39879
13009	Saint John--Rothesay	preliminary	Barnett	Neville	Independent	150	0.4	0	41254
13009	Saint John--Rothesay	preliminary	Cormier	Armand	NDP-New Democratic Party	5046	12.2	0	41254
13009	Saint John--Rothesay	preliminary	Jamieson	Stuart	Independent	1191	2.9	0	41254
13009	Saint John--Rothesay	preliminary	Long	Wayne	Liberal	15448	37.4	0	41254
13009	Saint John--Rothesay	preliminary	McAllister	Ann	Green Party	4153	10.1	0	41254
13009	Saint John--Rothesay	preliminary	Salesse	Adam J. C.	People's Party	1260	3.1	0	41254
13009	Saint John--Rothesay	preliminary	Weston	Rodney	Conservative	14006	34	0	41254
13009	Saint John--Rothesay	validated	Barnett	Neville	Independent	150	0.4	250	41503
13009	Saint John--Rothesay	validated	Cormier	Armand	NDP-New Democratic Party	5046	12.2	250	41503
13009	Saint John--Rothesay	validated	Jamieson	Stuart	Independent	1183	2.9	250	41503
13009	Saint John--Rothesay	validated	Long	Wayne	Liberal	15443	37.4	250	41503
13009	Saint John--Rothesay	validated	McAllister	Ann	Green Party	4165	10.1	250	41503
13009	Saint John--Rothesay	validated	Salesse	Adam J. C.	People's Party	1260	3.1	250	41503
13009	Saint John--Rothesay	validated	Weston	Rodney	Conservative	14006	34	250	41503
13010	Tobique--Mactaquac	preliminary	Aiken	Megan	NDP-New Democratic Party	3007	7.9	0	38146
13010	Tobique--Mactaquac	preliminary	Bragdon	Richard	Conservative	19229	50.4	0	38146
13010	Tobique--Mactaquac	preliminary	Guay	Dominic	People's Party	936	2.5	0	38146
13010	Tobique--Mactaquac	preliminary	MacDonald	Kelsey	Liberal	9631	25.2	0	38146
13010	Tobique--Mactaquac	preliminary	Miller	Rowan P.	Green Party	5343	14	0	38146
13010	Tobique--Mactaquac	validated	Aiken	Megan	NDP-New Democratic Party	3007	7.9	376	38577
13010	Tobique--Mactaquac	validated	Bragdon	Richard	Conservative	19229	50.3	376	38577
13010	Tobique--Mactaquac	validated	Guay	Dominic	People's Party	936	2.5	376	38577
13010	Tobique--Mactaquac	validated	MacDonald	Kelsey	Liberal	9631	25.2	376	38577
13010	Tobique--Mactaquac	validated	Miller	Rowan P.	Green Party	5398	14.1	376	38577
24001	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	Bergeron	Isabelle	Liberal	8125	28.1	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	Bérubé	Sylvie	Bloc Québécois	10904	37.7	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	Cabana-Whiteley	Kiara	Green Party	1006	3.5	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	Ferron	Martin	Conservative	4792	16.6	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	Lanouette	Guillaume	People's Party	341	1.2	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	Rouleau	Jacline	NDP-New Democratic Party	3446	11.9	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	Simon	Daniel	Radical Marijuana	311	1.1	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	validated	Bergeron	Isabelle	Liberal	8963	28.3	828	32484
24001	Abitibi--Baie-James--Nunavik--Eeyou	validated	Bérubé	Sylvie	Bloc Québécois	11432	36.1	828	32484
24001	Abitibi--Baie-James--Nunavik--Eeyou	validated	Cabana-Whiteley	Kiara	Green Party	1151	3.6	828	32484
24001	Abitibi--Baie-James--Nunavik--Eeyou	validated	Ferron	Martin	Conservative	5240	16.6	828	32484
24001	Abitibi--Baie-James--Nunavik--Eeyou	validated	Lanouette	Guillaume	People's Party	379	1.2	828	32484
24001	Abitibi--Baie-James--Nunavik--Eeyou	validated	Rouleau	Jacline	NDP-New Democratic Party	4104	13	828	32484
24001	Abitibi--Baie-James--Nunavik--Eeyou	validated	Simon	Daniel	Radical Marijuana	387	1.2	828	32484
24002	Abitibi--Témiscamingue	preliminary	Bégin	Aline	Green Party	1766	3.5	0	49753
24002	Abitibi--Témiscamingue	preliminary	Girard	Jacques	People's Party	730	1.5	0	49753
24002	Abitibi--Témiscamingue	preliminary	Guimond	Alain	NDP-New Democratic Party	4943	9.9	0	49753
24002	Abitibi--Témiscamingue	preliminary	Lemire	Sébastien	Bloc Québécois	22591	45.4	0	49753
24002	Abitibi--Témiscamingue	preliminary	Provencher	Mario	Conservative	7514	15.1	0	49753
24002	Abitibi--Témiscamingue	preliminary	Thibault	Claude	Liberal	12209	24.5	0	49753
24002	Abitibi--Témiscamingue	validated	Bégin	Aline	Green Party	1818	3.6	1057	51212
24002	Abitibi--Témiscamingue	validated	Girard	Jacques	People's Party	487	1	1057	51212
24002	Abitibi--Témiscamingue	validated	Guimond	Alain	NDP-New Democratic Party	5093	10.2	1057	51212
24002	Abitibi--Témiscamingue	validated	Lemire	Sébastien	Bloc Québécois	22803	45.5	1057	51212
24002	Abitibi--Témiscamingue	validated	Provencher	Mario	Conservative	7537	15	1057	51212
24002	Abitibi--Témiscamingue	validated	Thibault	Claude	Liberal	12417	24.8	1057	51212
24003	Ahuntsic-Cartierville	preliminary	Ayas	Raymond	People's Party	579	1.1	0	54152
24003	Ahuntsic-Cartierville	preliminary	El-Masri	Zahia	NDP-New Democratic Party	6148	11.4	0	54152
24003	Ahuntsic-Cartierville	preliminary	Joly	Mélanie	Liberal	28560	52.7	0	54152
24003	Ahuntsic-Cartierville	preliminary	Laframboise	Kathy	Conservative	3974	7.3	0	54152
24003	Ahuntsic-Cartierville	preliminary	Lavarenne	Jean-Michel	Green Party	3256	6	0	54152
24003	Ahuntsic-Cartierville	preliminary	Parizeau	André	Bloc Québécois	11635	21.5	0	54152
24003	Ahuntsic-Cartierville	validated	Ayas	Raymond	People's Party	584	1.1	1022	56133
24003	Ahuntsic-Cartierville	validated	El-Masri	Zahia	NDP-New Democratic Party	6284	11.4	1022	56133
24003	Ahuntsic-Cartierville	validated	Joly	Mélanie	Liberal	28904	52.4	1022	56133
24003	Ahuntsic-Cartierville	validated	Laframboise	Kathy	Conservative	4013	7.3	1022	56133
24003	Ahuntsic-Cartierville	validated	Lavarenne	Jean-Michel	Green Party	3352	6.1	1022	56133
24003	Ahuntsic-Cartierville	validated	Parizeau	André	Bloc Québécois	11974	21.7	1022	56133
24004	Alfred-Pellan	preliminary	Buté	Julius	Pour l'Indépendance du Québec	176	0.3	0	53954
24004	Alfred-Pellan	preliminary	Cappelletti	Dwayne	Independent	113	0.2	0	53954
24004	Alfred-Pellan	preliminary	Couture	Matthieu	People's Party	466	0.9	0	53954
24004	Alfred-Pellan	preliminary	Esposito	Angelo	Conservative	5891	10.9	0	53954
24004	Alfred-Pellan	preliminary	Howells	Marguerite	Green Party	1898	3.5	0	53954
24004	Alfred-Pellan	preliminary	Iacono	Angelo	Liberal	25810	47.8	0	53954
24004	Alfred-Pellan	preliminary	Kocini	Andriana	NDP-New Democratic Party	4141	7.7	0	53954
24004	Alfred-Pellan	preliminary	Lachance	Michel	Bloc Québécois	15459	28.7	0	53954
24004	Alfred-Pellan	validated	Buté	Julius	Pour l'Indépendance du Québec	177	0.3	973	55282
24004	Alfred-Pellan	validated	Cappelletti	Dwayne	Independent	113	0.2	973	55282
24004	Alfred-Pellan	validated	Couture	Matthieu	People's Party	471	0.9	973	55282
24004	Alfred-Pellan	validated	Esposito	Angelo	Conservative	5917	10.9	973	55282
24004	Alfred-Pellan	validated	Howells	Marguerite	Green Party	1958	3.6	973	55282
24004	Alfred-Pellan	validated	Iacono	Angelo	Liberal	26015	47.9	973	55282
24004	Alfred-Pellan	validated	Kocini	Andriana	NDP-New Democratic Party	4109	7.6	973	55282
24004	Alfred-Pellan	validated	Lachance	Michel	Bloc Québécois	15549	28.6	973	55282
24005	Argenteuil--La Petite-Nation	preliminary	Boucher Smoley	Charlotte	NDP-New Democratic Party	3704	7.5	0	49623
24005	Argenteuil--La Petite-Nation	preliminary	Destroismaisons	Yves	Bloc Québécois	18087	36.4	0	49623
24005	Argenteuil--La Petite-Nation	preliminary	Edwards	Sherwin	People's Party	714	1.4	0	49623
24005	Argenteuil--La Petite-Nation	preliminary	Lauzon	Stéphane	Liberal	18759	37.8	0	49623
24005	Argenteuil--La Petite-Nation	preliminary	Louis-Seize	Marie	Conservative	6001	12.1	0	49623
24005	Argenteuil--La Petite-Nation	preliminary	Valiquette	Marjorie	Green Party	2358	4.8	0	49623
24005	Argenteuil--La Petite-Nation	validated	Boucher Smoley	Charlotte	NDP-New Democratic Party	3758	7.5	828	50825
24005	Argenteuil--La Petite-Nation	validated	Destroismaisons	Yves	Bloc Québécois	18167	36.3	828	50825
24005	Argenteuil--La Petite-Nation	validated	Edwards	Sherwin	People's Party	721	1.4	828	50825
24005	Argenteuil--La Petite-Nation	validated	Lauzon	Stéphane	Liberal	18896	37.8	828	50825
24005	Argenteuil--La Petite-Nation	validated	Louis-Seize	Marie	Conservative	6044	12.1	828	50825
24005	Argenteuil--La Petite-Nation	validated	Valiquette	Marjorie	Green Party	2411	4.8	828	50825
24006	Avignon--La Mitis--Matane--Matapédia	preliminary	Barnabé	Éric	People's Party	201	0.6	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	preliminary	Castonguay	Mathieu	Parti Rhinocéros Party	178	0.5	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	preliminary	Côté	Rémi-Jocelyn	NDP-New Democratic Party	1393	3.9	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	preliminary	Massé	Rémi	Liberal	11983	33.9	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	preliminary	Michaud	Kristina	Bloc Québécois	18265	51.6	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	preliminary	Morrison	James	Green Party	668	1.9	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	preliminary	Tremblay	Natasha	Conservative	2686	7.6	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	validated	Barnabé	Éric	People's Party	210	0.6	591	36559
24006	Avignon--La Mitis--Matane--Matapédia	validated	Castonguay	Mathieu	Parti Rhinocéros Party	180	0.5	591	36559
24006	Avignon--La Mitis--Matane--Matapédia	validated	Côté	Rémi-Jocelyn	NDP-New Democratic Party	1435	4	591	36559
24006	Avignon--La Mitis--Matane--Matapédia	validated	Massé	Rémi	Liberal	12188	33.9	591	36559
24006	Avignon--La Mitis--Matane--Matapédia	validated	Michaud	Kristina	Bloc Québécois	18500	51.4	591	36559
24006	Avignon--La Mitis--Matane--Matapédia	validated	Morrison	James	Green Party	699	1.9	591	36559
24006	Avignon--La Mitis--Matane--Matapédia	validated	Tremblay	Natasha	Conservative	2756	7.7	591	36559
24007	Beauce	preliminary	Bernier	Maxime	Parti Rhinocéros Party	1072	1.8	0	59125
24007	Beauce	preliminary	Bernier	Maxime	People's Party	16772	28.4	0	59125
24007	Beauce	preliminary	Fortin	Josiane	Green Party	1415	2.4	0	59125
24007	Beauce	preliminary	Jacques-Côté	François	NDP-New Democratic Party	1799	3	0	59125
24007	Beauce	preliminary	Lehoux	Richard	Conservative	22817	38.6	0	59125
24007	Beauce	preliminary	Rodrigue	Guillaume	Bloc Québécois	8355	14.1	0	59125
24007	Beauce	preliminary	Veilleux	Adam	Liberal	6895	11.7	0	59125
24007	Beauce	validated	Bernier	Maxime	Parti Rhinocéros Party	1084	1.8	1147	60576
24007	Beauce	validated	Bernier	Maxime	People's Party	16796	28.3	1147	60576
24007	Beauce	validated	Fortin	Josiane	Green Party	1461	2.5	1147	60576
24007	Beauce	validated	Jacques-Côté	François	NDP-New Democratic Party	1847	3.1	1147	60576
24007	Beauce	validated	Lehoux	Richard	Conservative	22860	38.5	1147	60576
24007	Beauce	validated	Rodrigue	Guillaume	Bloc Québécois	8410	14.2	1147	60576
24007	Beauce	validated	Veilleux	Adam	Liberal	6971	11.7	1147	60576
24008	Beauport--Limoilou	preliminary	Beaudet	Simon-Pierre	NDP-New Democratic Party	5524	11.2	0	49532
24008	Beauport--Limoilou	preliminary	Bujold	Antoine	Liberal	12871	26	0	49532
24008	Beauport--Limoilou	preliminary	Bédard	Alicia	People's Party	1026	2.1	0	49532
24008	Beauport--Limoilou	preliminary	Clarke	Alupa	Conservative	12883	26	0	49532
24008	Beauport--Limoilou	preliminary	Elhak	Dalila	Green Party	2084	4.2	0	49532
24008	Beauport--Limoilou	preliminary	Moreau	Claude	ML	77	0.2	0	49532
24008	Beauport--Limoilou	preliminary	Vignola	Julie	Bloc Québécois	15067	30.4	0	49532
24008	Beauport--Limoilou	validated	Beaudet	Simon-Pierre	NDP-New Democratic Party	5599	11.2	1272	51463
24008	Beauport--Limoilou	validated	Bujold	Antoine	Liberal	13020	25.9	1272	51463
24008	Beauport--Limoilou	validated	Bédard	Alicia	People's Party	1033	2.1	1272	51463
24008	Beauport--Limoilou	validated	Clarke	Alupa	Conservative	13185	26.3	1272	51463
24008	Beauport--Limoilou	validated	Elhak	Dalila	Green Party	2127	4.2	1272	51463
24008	Beauport--Limoilou	validated	Moreau	Claude	ML	78	0.2	1272	51463
24008	Beauport--Limoilou	validated	Vignola	Julie	Bloc Québécois	15149	30.2	1272	51463
24009	Bécancour--Nicolet--Saurel	preliminary	Lennard	Carole	NDP-New Democratic Party	2692	5.2	0	52053
24009	Bécancour--Nicolet--Saurel	preliminary	Plamondon	Louis	Bloc Québécois	29543	56.8	0	52053
24009	Bécancour--Nicolet--Saurel	preliminary	Rochefort	Nathalie	Liberal	9274	17.8	0	52053
24009	Bécancour--Nicolet--Saurel	preliminary	Synnott	Richard	People's Party	486	0.9	0	52053
24009	Bécancour--Nicolet--Saurel	preliminary	Turcotte	David	Green Party	1657	3.2	0	52053
24009	Bécancour--Nicolet--Saurel	preliminary	Émond	Pierre-André	Conservative	8401	16.1	0	52053
24009	Bécancour--Nicolet--Saurel	validated	Lennard	Carole	NDP-New Democratic Party	2732	5.2	1042	53379
24009	Bécancour--Nicolet--Saurel	validated	Plamondon	Louis	Bloc Québécois	29653	56.7	1042	53379
24009	Bécancour--Nicolet--Saurel	validated	Rochefort	Nathalie	Liberal	9332	17.8	1042	53379
24009	Bécancour--Nicolet--Saurel	validated	Synnott	Richard	People's Party	489	0.9	1042	53379
24009	Bécancour--Nicolet--Saurel	validated	Turcotte	David	Green Party	1697	3.2	1042	53379
24009	Bécancour--Nicolet--Saurel	validated	Émond	Pierre-André	Conservative	8434	16.1	1042	53379
24010	Bellechasse--Les Etchemins--Lévis	preliminary	Blaney	Steven	Conservative	32192	50.3	0	64062
24010	Bellechasse--Les Etchemins--Lévis	preliminary	Bouchard-Théberge	Sébastien	Bloc Québécois	14665	22.9	0	64062
24010	Bellechasse--Les Etchemins--Lévis	preliminary	Chamroeun	Khuon	NDP-New Democratic Party	3440	5.4	0	64062
24010	Bellechasse--Les Etchemins--Lévis	preliminary	Gilbert	Yves	Christian Heritage Party	262	0.4	0	64062
24010	Bellechasse--Les Etchemins--Lévis	preliminary	Harvey	Laurence	Liberal	10356	16.2	0	64062
24010	Bellechasse--Les Etchemins--Lévis	preliminary	Johnston	Marc	People's Party	1306	2	0	64062
24010	Bellechasse--Les Etchemins--Lévis	preliminary	Voyer	André	Green Party	1841	2.9	0	64062
24010	Bellechasse--Les Etchemins--Lévis	validated	Blaney	Steven	Conservative	32283	50.1	1113	65560
24010	Bellechasse--Les Etchemins--Lévis	validated	Bouchard-Théberge	Sébastien	Bloc Québécois	14754	22.9	1113	65560
24010	Bellechasse--Les Etchemins--Lévis	validated	Chamroeun	Khuon	NDP-New Democratic Party	3256	5.1	1113	65560
24010	Bellechasse--Les Etchemins--Lévis	validated	Gilbert	Yves	Christian Heritage Party	188	0.3	1113	65560
24010	Bellechasse--Les Etchemins--Lévis	validated	Harvey	Laurence	Liberal	10734	16.7	1113	65560
24010	Bellechasse--Les Etchemins--Lévis	validated	Johnston	Marc	People's Party	1307	2	1113	65560
24010	Bellechasse--Les Etchemins--Lévis	validated	Voyer	André	Green Party	1925	3	1113	65560
24011	Beloeil--Chambly	preliminary	Bernard	Chloé	People's Party	505	0.7	0	68919
24011	Beloeil--Chambly	preliminary	Blanchet	Yves-François	Bloc Québécois	34902	50.6	0	68919
24011	Beloeil--Chambly	preliminary	Blondin	Michel	Pour l'Indépendance du Québec	204	0.3	0	68919
24011	Beloeil--Chambly	preliminary	Carrier	Pierre	Green Party	3188	4.6	0	68919
24011	Beloeil--Chambly	preliminary	Dubé	Matthew	NDP-New Democratic Party	9964	14.5	0	68919
24011	Beloeil--Chambly	preliminary	Hamel	Marie-Chantal	Liberal	15904	23.1	0	68919
24011	Beloeil--Chambly	preliminary	Laprise	Véronique	Conservative	4252	6.2	0	68919
24011	Beloeil--Chambly	validated	Bernard	Chloé	People's Party	512	0.7	1064	70554
24011	Beloeil--Chambly	validated	Blanchet	Yves-François	Bloc Québécois	35068	50.5	1064	70554
24011	Beloeil--Chambly	validated	Blondin	Michel	Pour l'Indépendance du Québec	205	0.3	1064	70554
24011	Beloeil--Chambly	validated	Carrier	Pierre	Green Party	3255	4.7	1064	70554
24011	Beloeil--Chambly	validated	Dubé	Matthew	NDP-New Democratic Party	10086	14.5	1064	70554
24011	Beloeil--Chambly	validated	Hamel	Marie-Chantal	Liberal	16059	23.1	1064	70554
24011	Beloeil--Chambly	validated	Laprise	Véronique	Conservative	4305	6.2	1064	70554
24012	Berthier--Maskinongé	preliminary	Brosseau	Ruth Ellen	NDP-New Democratic Party	19500	34.7	0	56148
24012	Berthier--Maskinongé	preliminary	Bélanger	Alain	Independent	152	0.3	0	56148
24012	Berthier--Maskinongé	preliminary	Bélanger	Josée	Conservative	5800	10.3	0	56148
24012	Berthier--Maskinongé	preliminary	Jubinville	Martin Acetaria Caesar	Parti Rhinocéros Party	161	0.3	0	56148
24012	Berthier--Maskinongé	preliminary	Laferrière	Éric	Green Party	965	1.7	0	56148
24012	Berthier--Maskinongé	preliminary	Légaré	Danny	Radical Marijuana	117	0.2	0	56148
24012	Berthier--Maskinongé	preliminary	Massé	Luc	People's Party	637	1.1	0	56148
24012	Berthier--Maskinongé	preliminary	Perron	Yves	Bloc Québécois	21007	37.4	0	56148
24012	Berthier--Maskinongé	preliminary	Poirier	Christine	Liberal	7809	13.9	0	56148
24012	Berthier--Maskinongé	validated	Brosseau	Ruth Ellen	NDP-New Democratic Party	19698	35	977	57331
24012	Berthier--Maskinongé	validated	Bélanger	Alain	Independent	154	0.3	977	57331
24012	Berthier--Maskinongé	validated	Bélanger	Josée	Conservative	5812	10.3	977	57331
24012	Berthier--Maskinongé	validated	Jubinville	Martin Acetaria Caesar	Parti Rhinocéros Party	151	0.3	977	57331
24012	Berthier--Maskinongé	validated	Laferrière	Éric	Green Party	1008	1.8	977	57331
24012	Berthier--Maskinongé	validated	Légaré	Danny	Radical Marijuana	107	0.2	977	57331
24012	Berthier--Maskinongé	validated	Massé	Luc	People's Party	428	0.8	977	57331
24012	Berthier--Maskinongé	validated	Perron	Yves	Bloc Québécois	21200	37.6	977	57331
24012	Berthier--Maskinongé	validated	Poirier	Christine	Liberal	7796	13.8	977	57331
