district,name,votes,percent_votes
35037,Scott Duvall NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18146,35.9
35037,Shaun Burt Liberal/Libéral,16933,33.5
35037,Al Miles Conservative/Conservateur,12991,25.7
35037,Raheem Aman Green Party/Parti Vert,1283,2.5
35037,Andrew James Caton Libertarian/Libertarien,763,1.5
35037,Jim Enos Christian Heritage Party/Parti de l'Héritage Chrétien,438,0.9
35038,Filomena Tassi Liberal/Libéral,29694,47.7
35038,Vincent Samuel Conservative/Conservateur,19821,31.8
35038,Alex Johnstone NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10131,16.3
35038,Peter Ormond Green Party/Parti Vert,2633,4.2
35039,Mike Bossio Liberal/Libéral,21104,42.4
35039,Daryl Kramp ** Conservative/Conservateur,20879,41.9
35039,Betty Bannon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6348,12.7
35039,Cam Mather Green Party/Parti Vert,1466,2.9
35121,Judy Sgro ** Liberal/Libéral,23995,66.9
35121,Kerry Vandenberg Conservative/Conservateur,7228,20.2
35121,Darnel Harris NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3851,10.7
35121,Keith Jarrett Green Party/Parti Vert,584,1.6
35121,Christine Nugent Marxist-Leninist/Marxiste-Léniniste,201,0.6
35040,Ben Lobb ** Conservative/Conservateur,26174,44.9
35040,Allan Thompson Liberal/Libéral,23129,39.7
35040,Gerard Creces NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7544,13
35040,Jutta Splettstoesser Green Party/Parti Vert,1398,2.4
35041,Karen McCrimmon Liberal/Libéral,32477,51.3
35041,Walter Pamic Conservative/Conservateur,24829,39.2
35041,John Hansen NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4313,6.8
35041,Andrew West Green Party/Parti Vert,1704,2.7
35042,Bob Nault Liberal/Libéral,10918,35.5
35042,Howard Hampton NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10420,33.9
35042,Greg Rickford ** Conservative/Conservateur,8751,28.5
35042,Ember C. McKillop Green Party/Parti Vert,501,1.6
35042,Kelvin Boucher-Chicago Independent/Indépendant,162,0.5
35043,Deb Schulte Liberal/Libéral,25908,47.4
35043,Konstantin Toubis Conservative/Conservateur,24170,44.2
35043,Natalie Rizzo NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3571,6.5
35043,Ann Raney Green Party/Parti Vert,1037,1.9
35044,Mark Gerretsen Liberal/Libéral,36421,55.4
35044,Andy Brooke Conservative/Conservateur,14928,22.7
35044,Daniel Beals ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11185,17
35044,Nathan Townend Green Party/Parti Vert,2933,4.5
35044,Luke McAllister Libertarian/Libertarien,305,0.5
35045,Raj Saini Liberal/Libéral,25504,48.8
35045,Stephen Woodworth ** Conservative/Conservateur,15872,30.4
35045,Susan Cadell NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8680,16.6
35045,Nicholas Wendler Green Party/Parti Vert,1597,3.1
35045,Slavko Miladinovic Libertarian/Libertarien,515,1
35045,Julian Ichim Marxist-Leninist/Marxiste-Léniniste,112,0.2
35047,Marwan Tabbara Liberal/Libéral,20215,42.3
35047,Marian Gagné Conservative/Conservateur,17544,36.7
35047,Lorne Bruce NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7440,15.6
35047,David Weber Green Party/Parti Vert,1767,3.7
35047,Nathan Lajeunesse Libertarian/Libertarien,772,1.6
35047,Elaine Baetz Marxist-Leninist/Marxiste-Léniniste,91,0.2
35046,Harold Albrecht ** Conservative/Conservateur,20649,43.3
35046,Tim Louis Liberal/Libéral,20398,42.8
35046,James Villeneuve NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4653,9.8
35046,Bob Jonkman Green Party/Parti Vert,1314,2.8
35046,Richard Hodgson Libertarian/Libertarien,685,1.4
35048,Bev Shipley ** Conservative/Conservateur,28300,50.2
35048,Ken Filson Liberal/Libéral,16592,29.4
35048,Rex Isaac NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9598,17
35048,Jim Johnston Green Party/Parti Vert,1873,3.3
35049,Scott Reid ** Conservative/Conservateur,27399,47.9
35049,Phil Archambault Liberal/Libéral,19325,33.8
35049,John Fenik NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8073,14.1
35049,Anita Payne Green Party/Parti Vert,2025,3.5
35049,Mark Budd Libertarian/Libertarien,418,0.7
35050,Gord Brown ** Conservative/Conservateur,26738,47.4
35050,Mary Jean McFall Liberal/Libéral,22888,40.6
35050,Margaret Andrade NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4722,8.4
35050,Lorraine A. Rekmans Green Party/Parti Vert,2088,3.7
35052,Peter Fragiskatos Liberal/Libéral,32427,50.5
35052,Susan Truppe ** Conservative/Conservateur,19990,31.1
35052,German Gutierrez NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9423,14.7
35052,Carol Dyck Green Party/Parti Vert,2286,3.6
35052,Marvin Roman Marxist-Leninist/Marxiste-Léniniste,145,0.2
35053,Kate Young Liberal/Libéral,31167,45.8
35053,Ed Holder ** Conservative/Conservateur,24036,35.3
35053,Matthew Rowlinson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10087,14.8
35053,Dimitri Lascaris Green Party/Parti Vert,1918,2.8
35053,Jacques Y. Boudreau Libertarian/Libertarien,732,1.1
35053,Michael Lewis Communist/Communiste,87,0.1
35051,Irene Mathyssen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20684,37.8
35051,Khalil Ramal Liberal/Libéral,17214,31.4
35051,Suzanna Dieleman Conservative/Conservateur,14891,27.2
35051,Matthew Peloza Green Party/Parti Vert,1604,2.9
35051,Ali Hamadi Independent/Indépendant,352,0.6
35054,Jane Philpott Liberal/Libéral,29416,49.2
35054,Paul Calandra ** Conservative/Conservateur,25565,42.8
35054,Gregory Hines NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3647,6.1
35054,Myles O'Brien Green Party/Parti Vert,1145,1.9
35055,John McCallum ** Liberal/Libéral,23878,55.7
35055,Jobson Easow Conservative/Conservateur,13849,32.3
35055,Senthi Chelliah NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4595,10.7
35055,Joshua Russell Green Party/Parti Vert,535,1.2
35056,Bob Saroya Conservative/Conservateur,24605,49.4
35056,Bang-Gu Jiang Liberal/Libéral,21596,43.3
35056,Colleen Zimmerman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,2528,5.1
35056,Elvin Kao Green Party/Parti Vert,1110,2.2
35057,Lisa Raitt ** Conservative/Conservateur,22378,45.4
35057,Azim Rizvee Liberal/Libéral,19940,40.4
35057,Alex Anabusi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5366,10.9
35057,Mini Batra Green Party/Parti Vert,1131,2.3
35057,Chris Jewell Libertarian/Libertarien,493,1
35058,Omar Alghabra Liberal/Libéral,28372,54.7
35058,Julius Tiangson Conservative/Conservateur,17431,33.6
35058,Farheen Khan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4920,9.5
35058,Linh Nguyen Green Party/Parti Vert,1129,2.2
35059,Peter Fonseca Liberal/Libéral,28154,54.2
35059,Wladyslaw Lizon ** Conservative/Conservateur,18353,35.4
35059,Ali Naqvi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4481,8.6
35059,Jaymini Bhikha Green Party/Parti Vert,766,1.5
35059,Tim Sullivan Marxist-Leninist/Marxiste-Léniniste,163,0.3
35060,Iqra Khalid Liberal/Libéral,27520,49.7
35060,Bob Dechert ** Conservative/Conservateur,21716,39.2
35060,Michelle Bilek NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5206,9.4
35060,Andrew Roblin Green Party/Parti Vert,905,1.6
35061,Sven Spengemann Liberal/Libéral,28279,47.7
35061,Stella Ambler ** Conservative/Conservateur,24435,41.2
35061,Eric Guerbilsky NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4735,8
35061,Ariana Burgener Green Party/Parti Vert,1397,2.4
35061,Paul Woodworth Libertarian/Libertarien,316,0.5
35061,Dagmar Sullivan Marxist-Leninist/Marxiste-Léniniste,111,0.2
35062,Navdeep Bains Liberal/Libéral,26165,59.1
35062,Jagdish Grewal Conservative/Conservateur,11701,26.4
35062,Dianne Douglas NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5450,12.3
35062,Heather Mercer Green Party/Parti Vert,737,1.7
35062,Naresh Tharani Independent/Indépendant,203,0.5
35063,Gagan Sikand Liberal/Libéral,26792,47.8
35063,Brad Butt ** Conservative/Conservateur,22621,40.4
35063,Fayaz Karim NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5040,9
35063,Chris Hill Green Party/Parti Vert,1293,2.3
35063,Yegor Tarazevich Christian Heritage Party/Parti de l'Héritage Chrétien,253,0.5
35064,Chandra Arya Liberal/Libéral,34017,52.4
35064,Andy Wang Conservative/Conservateur,23442,36.1
35064,Sean Devine NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5324,8.2
35064,Jean-Luc Roger Cooke Green Party/Parti Vert,1513,2.3
35064,Jesus Cosico Independent/Indépendant,416,0.6
35064,Hubert Mamba Independent/Indépendant,69,0.1
35064,Harry Splett Independent/Indépendant,66,0.1
35064,Tony Seed Marxist-Leninist/Marxiste-Léniniste,41,0.1
35065,Kyle Peterson Liberal/Libéral,25508,45.2
35065,Lois Brown ** Conservative/Conservateur,24057,42.6
35065,Yvonne Kelly NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4806,8.5
35065,Vanessa Long Green Party/Parti Vert,1331,2.4
35065,Dorian Baxter PC Party/Parti PC,762,1.3
35066,Vance Badawey Liberal/Libéral,19513,35.7
35066,Malcolm Allen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17218,31.5
35066,Leanna Villella Conservative/Conservateur,16248,29.7
35066,David Clow Green Party/Parti Vert,1316,2.4
35066,Jody Di Bartolomeo Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,291,0.5
35066,Ron J. Walker Marxist-Leninist/Marxiste-Léniniste,96,0.2
35067,Rob Nicholson ** Conservative/Conservateur,27235,42.1
35067,Ron Planche Liberal/Libéral,22318,34.5
35067,Carolynn Ioannoni NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13525,20.9
35067,Steven Soos Green Party/Parti Vert,1633,2.5
35068,Dean Allison ** Conservative/Conservateur,24732,48.8
35068,Phil Rose Liberal/Libéral,16581,32.7
35068,Nameer Rahman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5802,11.5
35068,Sid Frere Green Party/Parti Vert,1511,3
35068,Harold Jonker Christian Heritage Party/Parti de l'Héritage Chrétien,1234,2.4
35068,Allan de Roo Libertarian/Libertarien,797,1.6
35069,Marc G. Serré Liberal/Libéral,21021,42.8
35069,Claude Gravelle ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18556,37.8
35069,Aino Laamanen Conservative/Conservateur,8221,16.7
35069,Stuart McCall Green Party/Parti Vert,1217,2.5
35069,Dave Starbuck Marxist-Leninist/Marxiste-Léniniste,98,0.2
35070,Anthony Rota Liberal/Libéral,25357,51.9
35070,Jay Aspin ** Conservative/Conservateur,14325,29.3
35070,Kathleen Jodouin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7936,16.2
35070,Nicole Peltier Green Party/Parti Vert,1257,2.6
35071,Kim Rudd Liberal/Libéral,27043,42.5
35071,Adam Moulton Conservative/Conservateur,25165,39.6
35071,Russ Christianson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9411,14.8
35071,Patricia Sinnott Green Party/Parti Vert,1990,3.1
35072,John Oliver Liberal/Libéral,31956,49.4
35072,Terence Young ** Conservative/Conservateur,27497,42.5
35072,Che Marville NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3830,5.9
35072,David Doel Green Party/Parti Vert,1420,2.2
35073,Pam Damoff Liberal/Libéral,28415,46.7
35073,Effie Triantafilopoulos Conservative/Conservateur,26342,43.3
35073,Janice Best NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4405,7.2
35073,Adnan Shahbaz Green Party/Parti Vert,968,1.6
35073,David Clement Libertarian/Libertarien,666,1.1
35076,Andrew Leslie Liberal/Libéral,46542,59.7
35076,Royal Galipeau ** Conservative/Conservateur,23821,30.5
35076,Nancy Tremblay NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6215,8
35076,Raphaël Morin Green Party/Parti Vert,1410,1.8
35074,Colin Carrie ** Conservative/Conservateur,23162,38.2
35074,Mary Fowler NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19339,31.9
35074,Tito-Dante Marimpietri Liberal/Libéral,16588,27.3
35074,Michael Dempsey Green Party/Parti Vert,1522,2.5
35074,David Gershuny Marxist-Leninist/Marxiste-Léniniste,75,0.1
35075,Catherine Mary McKenna Liberal/Libéral,32211,42.7
35075,Paul Dewar ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,29098,38.5
35075,Damian Konstantinakos Conservative/Conservateur,10943,14.5
35075,Tom Milroy Green Party/Parti Vert,2246,3
35075,Dean T. Harris Libertarian/Libertarien,551,0.7
35075,Conrad Lukawski Rhinoceros/Rhinocéros,167,0.2
35075,John Andrew Omowole Akpata Radical Marijuana/Radical Marijuana,160,0.2
35075,Stuart Ryan Communist/Communiste,124,0.2
35077,David McGuinty ** Liberal/Libéral,38831,60.1
35077,Dev Balkissoon Conservative/Conservateur,15711,24.3
35077,George Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7480,11.6
35077,John Redins Green Party/Parti Vert,1888,2.9
35077,Al Gullon PC Party/Parti PC,366,0.6
35077,Damien Wilson Libertarian/Libertarien,237,0.4
35077,Larry Wasslen Communist/Communiste,136,0.2
35079,Anita Vandenbeld Liberal/Libéral,35199,55.9
35079,Abdul Abdi Conservative/Conservateur,18893,30
35079,Marlene Rivier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6195,9.8
35079,Mark Brooks Green Party/Parti Vert,1772,2.8
35079,Rod Taylor Christian Heritage Party/Parti de l'Héritage Chrétien,740,1.2
35079,Sam Heaton Marxist-Leninist/Marxiste-Léniniste,114,0.2
35078,Mauril Bélanger ** Liberal/Libéral,36474,57.6
35078,Emilie Taman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12194,19.2
35078,David Piccini Conservative/Conservateur,12109,19.1
35078,Nira Dookeran Green Party/Parti Vert,1947,3.1
35078,Coreen Corcoran Libertarian/Libertarien,503,0.8
35078,Christian Legeais Marxist-Leninist/Marxiste-Léniniste,128,0.2
35080,Dave MacKenzie ** Conservative/Conservateur,25966,45.7
35080,Don McKay Liberal/Libéral,18299,32.2
35080,Zoe Kunschner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9406,16.5
35080,Mike Farlow Green Party/Parti Vert,2004,3.5
35080,Melody Ann Aldred Christian Heritage Party/Parti de l'Héritage Chrétien,1175,2.1
35081,Arif Virani Liberal/Libéral,24623,42
35081,Peggy Nash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,23566,40.2
35081,Ian Allen Conservative/Conservateur,7641,13
35081,Adam Phipps Green Party/Parti Vert,1743,3
35081,Mark Jeftovic Libertarian/Libertarien,610,1
35081,Terry Parker Radical Marijuana/Radical Marijuana,191,0.3
35081,Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste,100,0.2
35081,Carol Royer Independent/Indépendant,93,0.2
35082,Tony Clement ** Conservative/Conservateur,22206,43.3
35082,Trisha Cowie Liberal/Libéral,19937,38.9
35082,Matt McCarthy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5183,10.1
35082,Glen Hodgson Green Party/Parti Vert,3704,7.2
35082,Duncan Bell Pirate/Pirate,121,0.2
35082,Gordie Merton CAP/PAC,88,0.2
35082,Albert Gray Smith Marxist-Leninist/Marxiste-Léniniste,40,0.1
35083,John Nater Conservative/Conservateur,22255,42.9
35083,Stephen McCotter Liberal/Libéral,19480,37.6
35083,Ethan Rabidoux NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7756,15
35083,Nicole Ramsdale Green Party/Parti Vert,1347,2.6
35083,Irma DeVries Christian Heritage Party/Parti de l'Héritage Chrétien,794,1.5
35083,Roger Fuhr No Affiliation/Aucune appartenance,219,0.4
35084,Maryam Monsef Liberal/Libéral,29159,43.8
35084,Michael Skinner Conservative/Conservateur,23335,35.1
35084,Dave Nickle NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12437,18.7
35084,Doug Mason Green Party/Parti Vert,1480,2.2
35084,Toban Leckie Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,131,0.2
35085,Jennifer O'Connell Liberal/Libéral,29757,50.3
35085,Corneliu Chisu ** Conservative/Conservateur,22591,38.2
35085,Pamela Downward NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5446,9.2
35085,Anthony Jordan Navarro Green Party/Parti Vert,1365,2.3
35086,Cheryl Gallant ** Conservative/Conservateur,26195,45.8
35086,Jeff Lehoux Liberal/Libéral,18666,32.7
35086,Hector Clouthier Independent/Indépendant,6300,11
35086,Dan McCarthy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4893,8.6
35086,Stefan Klietsch Green Party/Parti Vert,1105,1.9
35087,Majid Jowhari Liberal/Libéral,23032,46.9
35087,Michael Parsa Conservative/Conservateur,21275,43.3
35087,Adam DeVita NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3950,8
35087,Gwendolyn Veenema Green Party/Parti Vert,856,1.7
35089,Chris Bittle Liberal/Libéral,24870,43.2
35089,Rick Dykstra ** Conservative/Conservateur,21637,37.6
35089,Susan Erskine-Fournier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9511,16.5
35089,Jim Fannon Green Party/Parti Vert,1488,2.6
35089,Saleh Waziruddin Communist/Communiste,85,0.1
35091,Marilyn Gladu Conservative/Conservateur,22565,38.8
35091,Jason Wayne McMichael NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18102,31.1
35091,Dave McPhail Liberal/Libéral,15853,27.3
35091,Peter Smith Green Party/Parti Vert,1605,2.8
35092,Terry Sheehan Liberal/Libéral,19582,44.8
35092,Bryan Hayes ** Conservative/Conservateur,13615,31.1
35092,Skip Morrison NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9543,21.8
35092,Kara Flannigan Green Party/Parti Vert,934,2.1
35092,Mike Taffarel Marxist-Leninist/Marxiste-Léniniste,83,0.2
35094,Salma Zahid Liberal/Libéral,22753,50.5
35094,Roxanne James ** Conservative/Conservateur,14705,32.7
35094,Alex Wilson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5227,11.6
35094,Katerina Androutsos Libertarian/Libertarien,1384,3.1
35094,Lindsay Thompson Green Party/Parti Vert,960,2.1
35096,Shaun Chen Liberal/Libéral,18904,48.2
35096,Ravinder Malhi Conservative/Conservateur,10737,27.4
35096,Rathika Sitsabaiesan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8648,22.1
35096,Eleni MacDonald Green Party/Parti Vert,579,1.5
35096,Raphael Rosch Independent/Indépendant,164,0.4
35096,Aasia Khatoon Independent/Indépendant,156,0.4
35098,Bill Blair Liberal/Libéral,25586,52.5
35098,Dan Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11574,23.7
35098,Roshan Nallaratnam Conservative/Conservateur,10347,21.2
35098,Tommy Taylor Green Party/Parti Vert,1259,2.6
35093,Arnold Chan ** Liberal/Libéral,21587,51.9
35093,Bin Chang Conservative/Conservateur,15802,38
35093,Laura Patrick NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3263,7.9
35093,Debra Scott Green Party/Parti Vert,570,1.4
35093,Jude Coutinho Christian Heritage Party/Parti de l'Héritage Chrétien,334,0.8
35095,John McKay ** Liberal/Libéral,25167,60
35095,Chuck Konkel Conservative/Conservateur,11108,26.5
35095,Laura Casselman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4720,11.3
35095,Kathleen Holding Green Party/Parti Vert,606,1.4
35095,Kevin Clarke Independent/Indépendant,175,0.4
35095,Paul Coulbeck Radical Marijuana/Radical Marijuana,141,0.3
35097,Gary Anandasangaree Liberal/Libéral,29913,60.2
35097,Leslyn Lewis Conservative/Conservateur,13587,27.4
35097,KM Shanthikumar NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5145,10.4
35097,Calvin Winter Green Party/Parti Vert,1010,2
35100,Bruce Stanton ** Conservative/Conservateur,24836,43.5
35100,Liz Riley Liberal/Libéral,22718,39.8
35100,Richard Banigan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6037,10.6
35100,Peter Stubbins Green Party/Parti Vert,2543,4.5
35100,Jacob Kearey-Moreland No Affiliation/Aucune appartenance,618,1.1
35100,Scott Whittaker Christian Heritage Party/Parti de l'Héritage Chrétien,319,0.6
35099,Kellie Leitch ** Conservative/Conservateur,30612,46.6
35099,Mike MacEachern Liberal/Libéral,25352,38.6
35099,David Matthews NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6332,9.6
35099,JoAnne Fleming Green Party/Parti Vert,2923,4.4
35099,Len Noordegraaf Christian Heritage Party/Parti de l'Héritage Chrétien,528,0.8
35101,Adam Vaughan Liberal/Libéral,30141,54.7
35101,Olivia Chow ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15047,27.3
35101,Sabrina Zuniga Conservative/Conservateur,8673,15.7
35101,Sharon Danley Green Party/Parti Vert,1137,2.1
35101,Michael Nicula PACT/PRCT,91,0.2
35101,Nick Lin Marxist-Leninist/Marxiste-Léniniste,59,0.1
35102,Guy Lauzon ** Conservative/Conservateur,27091,51.1
35102,Bernadette Clement Liberal/Libéral,20452,38.5
35102,Patrick Burger NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4332,8.2
35102,Elaine Kennedy Green Party/Parti Vert,1191,2.2
35103,Paul Lefebvre Liberal/Libéral,23534,47.4
35103,Paul Loewenberg NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13793,27.8
35103,Fred Slade Conservative/Conservateur,10473,21.1
35103,David Robinson Green Party/Parti Vert,1509,3
35103,Jean-Raymond Audet Independent/Indépendant,134,0.3
35103,Elizabeth Rowley Communist/Communiste,102,0.2
35103,J. David Popescu Independent/Indépendant,84,0.2
35104,Peter Kent ** Conservative/Conservateur,31911,58.6
35104,Nancy Coldham Liberal/Libéral,18395,33.8
35104,Lorne Cherry NDP-New Democratic Party/NPD-Nouveau Parti démocratique,2814,5.2
35104,Josh Rachlis Green Party/Parti Vert,627,1.2
35104,Gene Balfour Libertarian/Libertarien,587,1.1
35104,Margaret Leigh Fairbairn Seniors Party/Parti des aînés,157,0.3
35105,Don Rusnak Liberal/Libéral,18523,44
35105,John Rafferty ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12483,29.7
35105,Moe Comuzzi Conservative/Conservateur,8876,21.1
35105,Christy Radbourne Green Party/Parti Vert,2201,5.2
35106,Patty Hajdu Liberal/Libéral,20069,45
35106,Andrew Foulds NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10339,23.2
35106,Richard Harvey Conservative/Conservateur,7775,17.4
35106,Bruce Hyer ** Green Party/Parti Vert,6155,13.8
35106,Robert Skaf Independent/Indépendant,270,0.6
35107,Charlie Angus ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15974,42.9
35107,Todd Lever Liberal/Libéral,12940,34.7
35107,John P. Curley Conservative/Conservateur,7605,20.4
35107,Max Kennedy Green Party/Parti Vert,752,2
35108,Bill Morneau Liberal/Libéral,29297,57.9
35108,Linda McQuaig NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13467,26.6
35108,Julian Di Battista Conservative/Conservateur,6167,12.2
35108,Colin Biggin Green Party/Parti Vert,1315,2.6
35108,Jordan Stone Independent/Indépendant,147,0.3
35108,Mariam Ahmad Communist/Communiste,133,0.3
35108,Philip Fernandez Marxist-Leninist/Marxiste-Léniniste,76,0.2
35109,Julie Dabrusin Liberal/Libéral,23531,42.3
35109,Craig Scott NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22325,40.2
35109,Benjamin Dichter Conservative/Conservateur,5478,9.9
35109,Chris Tolley Green Party/Parti Vert,2618,4.7
35109,John Richardson PC Party/Parti PC,1275,2.3
35109,Elizabeth Abbott Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,354,0.6
35090,Carolyn Bennett ** Liberal/Libéral,31481,55.3
35090,Marnie MacDougall Conservative/Conservateur,15376,27
35090,Noah Richler NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8386,14.7
35090,Kevin Farmer Green Party/Parti Vert,1729,3
35110,Chrystia Freeland ** Liberal/Libéral,27849,49.8
35110,Jennifer Hollett NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15988,28.6
35110,Karim Jivraj Conservative/Conservateur,9790,17.5
35110,Nick Wright Green Party/Parti Vert,1641,2.9
35110,Jesse Waslowski Libertarian/Libertarien,233,0.4
35110,Simon Luisi Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,126,0.2
35110,Drew Garvie Communist/Communiste,125,0.2
35110,David Berlin The Bridge/Le Lien,122,0.2
35110,Steve Rutchinski Marxist-Leninist/Marxiste-Léniniste,51,0.1
35111,Francesco Sorbara Liberal/Libéral,23041,48.7
35111,Julian Fantino ** Conservative/Conservateur,20746,43.9
35111,Adriana Marie Zichy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,2198,4.6
35111,Anthony Gualtieri Libertarian/Libertarien,716,1.5
35111,Elise Boulanger Green Party/Parti Vert,597,1.3
35112,Bardish Chagger Liberal/Libéral,29752,49.7
35112,Peter Braid ** Conservative/Conservateur,19318,32.3
35112,Diane Freeman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8928,14.9
35112,Richard Walsh Green Party/Parti Vert,1713,2.9
35112,Emma Hawley-Yan Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,138,0.2
35113,Michael Chong ** Conservative/Conservateur,32482,50.9
35113,Don Trant Liberal/Libéral,23279,36.5
35113,Anne Gajerski-Cauley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5321,8.3
35113,Brent Allan Bouteiller Green Party/Parti Vert,2547,4
35113,Harvey Edward Anstey CAP/PAC,183,0.3
35114,Celina Caesar-Chavannes Liberal/Libéral,29003,45
35114,Pat Perkins ** Conservative/Conservateur,27154,42.1
35114,Ryan Kelly NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6677,10.3
35114,Craig Cameron Green Party/Parti Vert,1403,2.2
35114,Jon O'Connor Independent/Indépendant,279,0.4
35115,Ali Ehsassi Liberal/Libéral,24519,53.4
35115,Chungsen Leung ** Conservative/Conservateur,16990,37
35115,Pouyan Tabasinejad NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3203,7
35115,James Arruda Green Party/Parti Vert,1025,2.2
35115,Birinder Singh Ahluwalia Independent/Indépendant,216,0.5
35117,Brian Masse ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,24085,51.3
35117,Dave Sundin Liberal/Libéral,11842,25.2
35117,Henry Lau Conservative/Conservateur,9734,20.8
35117,Cora LaRussa Green Party/Parti Vert,1083,2.3
35117,Margaret Villamizar Marxist-Leninist/Marxiste-Léniniste,161,0.3
35116,Cheryl Hardcastle NDP-New Democratic Party/NPD-Nouveau Parti démocratique,23215,43.5
35116,Jo-Anne Gignac Conservative/Conservateur,14656,27.5
35116,Frank Schiller Liberal/Libéral,14177,26.6
35116,David Momotiuk Green Party/Parti Vert,1047,2
35116,Laura Chesnik Marxist-Leninist/Marxiste-Léniniste,249,0.5
35118,Michael Levitt Liberal/Libéral,20131,46.9
35118,Mark Adler ** Conservative/Conservateur,18893,44
35118,Hal Berman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3148,7.3
