district,name,votes,percent_votes
Halifax West/Halifax-Ouest,Rakesh Khosla Conservative/Conservateur,10184,23.04
Halifax West/Halifax-Ouest,Thomas Trappenberg Green Party/Parti Vert,1406,3.18
Kings--Hants,Scott Brison ** Liberal/Libéral,19491,45.56
Kings--Hants,Bob Mullan Conservative/Conservateur,13772,32.19
Kings--Hants,Mary DeWolfe N.D.P./N.P.D.,8138,19.02
Kings--Hants,Sheila Richardson Green Party/Parti Vert,947,2.21
Kings--Hants,Chummy Anthony Marijuana Party/Parti Marijuana,436,1.02
Sackville--Eastern Shore,Peter Stoffer ** N.D.P./N.P.D.,22848,52.95
Sackville--Eastern Shore,Bill Fleming Liberal/Libéral,9921,22.99
Sackville--Eastern Shore,Paul Francis Conservative/Conservateur,9450,21.9
Sackville--Eastern Shore,Richard MacDonald Green Party/Parti Vert,933,2.16
South Shore--St. Margaret's,Gerald Gordon Keddy ** Conservative/Conservateur,15108,36.85
South Shore--St. Margaret's,Gordon S. Earle N.D.P./N.P.D.,11689,28.51
South Shore--St. Margaret's,Darian Malcom Huskilson Liberal/Libéral,11629,28.36
South Shore--St. Margaret's,Jim Hnatiuk Christian Heritage Party/Parti de l'Héritage Chrétien,1376,3.36
South Shore--St. Margaret's,Katie Morris Boudreau Green Party/Parti Vert,1198,2.92
Sydney--Victoria,Mark Eyking ** Liberal/Libéral,20277,49.88
Sydney--Victoria,John Hugh Edwards N.D.P./N.P.D.,11587,28.5
Sydney--Victoria,Howie MacDonald Conservative/Conservateur,7455,18.34
Sydney--Victoria,Chris Milburn Green Party/Parti Vert,1336,3.29
West Nova/Nova-Ouest,Robert Thibault ** Liberal/Libéral,17734,39.24
West Nova/Nova-Ouest,Greg Kerr Conservative/Conservateur,17222,38.11
West Nova/Nova-Ouest,Arthur Bull N.D.P./N.P.D.,8512,18.84
West Nova/Nova-Ouest,Matthew Granger Green Party/Parti Vert,1040,2.3
West Nova/Nova-Ouest,Ken Griffiths Independent/Indépendant,682,1.51
Acadie--Bathurst,Yvon Godin ** N.D.P./N.P.D.,25195,49.9
Acadie--Bathurst,Marcelle Mersereau Liberal/Libéral,15504,30.71
Acadie--Bathurst,Serge Savoie Conservative/Conservateur,8513,16.86
Acadie--Bathurst,Philippe Rousselle Green Party/Parti Vert,699,1.38
Acadie--Bathurst,Eric Landry Independent/Indépendant,362,0.72
Acadie--Bathurst,Ulric DeGrâce Independent/Indépendant,219,0.43
Beauséjour,Dominic LeBlanc ** Liberal/Libéral,22012,47.55
Beauséjour,Omer Leger Conservative/Conservateur,14919,32.23
Beauséjour,Neil Gardner N.D.P./N.P.D.,7717,16.67
Beauséjour,Anna Girouard Green Party/Parti Vert,1290,2.79
Beauséjour,J. Frank Comeau Independent/Indépendant,357,0.77
Fredericton,Andy Scott ** Liberal/Libéral,19649,41.8
Fredericton,Pat Lynch Conservative/Conservateur,16292,34.66
Fredericton,John Carty N.D.P./N.P.D.,9988,21.25
Fredericton,Philip Duchastel Green Party/Parti Vert,884,1.88
Fredericton,David Raymond Amos Independent/Indépendant,198,0.42
Fundy Royal,Rob Moore ** Conservative/Conservateur,17630,48.31
Fundy Royal,Eldon Hunter Liberal/Libéral,9979,27.34
Fundy Royal,Rob Moir N.D.P./N.P.D.,7696,21.09
Fundy Royal,Patty Donovan Green Party/Parti Vert,1189,3.26
Madawaska--Restigouche,Jean-Claude J. C. D'Amours ** Liberal/Libéral,13734,38.02
Madawaska--Restigouche,Jean-Pierre Ouellet Conservative/Conservateur,12849,35.57
Madawaska--Restigouche,Rodolphe Martin N.D.P./N.P.D.,8322,23.04
Madawaska--Restigouche,Irka Laplante Green Party/Parti Vert,1220,3.38
Miramichi,Charles Isaac Hubbard ** Liberal/Libéral,13960,42.27
Miramichi,Mike Morrison Conservative/Conservateur,11250,34.07
Miramichi,Jeannette Manuel-Allain N.D.P./N.P.D.,5587,16.92
Miramichi,Danny Gay Independent/Indépendant,1640,4.97
Miramichi,John Welsford Bethell Green Party/Parti Vert,587,1.78
Moncton--Riverview--Dieppe,Brian Murphy Liberal/Libéral,22918,47.71
Moncton--Riverview--Dieppe,Charles Doucet Conservative/Conservateur,14464,30.11
Moncton--Riverview--Dieppe,David Hackett N.D.P./N.P.D.,9095,18.93
Moncton--Riverview--Dieppe,Camille Labchuk Green Party/Parti Vert,1409,2.93
Moncton--Riverview--Dieppe,Ron Pomerleau Canadian Action/Action canadienne,150,0.31
New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest,Greg Thompson ** Conservative/Conservateur,18155,54.8
New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest,Stan Smith Liberal/Libéral,8877,26.79
New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest,Andrew Graham N.D.P./N.P.D.,5178,15.63
New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest,Erik Millett Green Party/Parti Vert,922,2.78
Saint John,Paul Zed ** Liberal/Libéral,17202,42.92
Saint John,John Wallace Conservative/Conservateur,15753,39.3
Saint John,Terry Albright N.D.P./N.P.D.,6267,15.64
Saint John,Vern M. Garnett Green Party/Parti Vert,858,2.14
Tobique--Mactaquac,Mike Allen Conservative/Conservateur,15894,43.78
Tobique--Mactaquac,Andy Savoy ** Liberal/Libéral,15558,42.86
Tobique--Mactaquac,Alice Finnamore N.D.P./N.P.D.,4172,11.49
Tobique--Mactaquac,Robert Bérubé Jr. Green Party/Parti Vert,679,1.87
Abitibi--Baie-James--Nunavik--Eeyou,Yvon Lévesque ** Bloc Québécois/Bloc Québécois,13928,46.57
Abitibi--Baie-James--Nunavik--Eeyou,Armand Caouette Liberal/Libéral,6700,22.4
Abitibi--Baie-James--Nunavik--Eeyou,Gilles Gagnon Conservative/Conservateur,6261,20.93
Abitibi--Baie-James--Nunavik--Eeyou,Dominique Vaillancourt N.D.P./N.P.D.,1810,6.05
Abitibi--Baie-James--Nunavik--Eeyou,Pierre M. Denis Green Party/Parti Vert,1210,4.05
Abitibi--Témiscamingue,Marc Lemay ** Bloc Québécois/Bloc Québécois,24637,52.34
Abitibi--Témiscamingue,Marie-Josée Carbonneau Conservative/Conservateur,10634,22.59
Abitibi--Témiscamingue,Charles Lavergne Liberal/Libéral,6501,13.81
Abitibi--Témiscamingue,Christine Moore N.D.P./N.P.D.,4022,8.54
Abitibi--Témiscamingue,Patrick Rancourt Green Party/Parti Vert,1279,2.72
Ahuntsic,Maria Mourani Bloc Québécois/Bloc Québécois,19428,38.91
Ahuntsic,Eleni Bakopanos ** Liberal/Libéral,18594,37.24
Ahuntsic,Étienne Morin Conservative/Conservateur,6119,12.26
Ahuntsic,Caroline Desrosiers N.D.P./N.P.D.,3948,7.91
Ahuntsic,Lynette Tremblay Green Party/Parti Vert,1836,3.68
Alfred-Pellan,Robert Carrier ** Bloc Québécois/Bloc Québécois,23193,42.97
Alfred-Pellan,Jean-Claude Gobé Liberal/Libéral,14895,27.59
Alfred-Pellan,Rosane Raymond Conservative/Conservateur,10210,18.92
Alfred-Pellan,Martin Leduc N.D.P./N.P.D.,3838,7.11
Alfred-Pellan,Christian Lajoie Green Party/Parti Vert,1842,3.41
Argenteuil--Papineau--Mirabel,Mario Laframboise ** Bloc Québécois/Bloc Québécois,27855,52.13
Argenteuil--Papineau--Mirabel,Suzanne Courville Conservative/Conservateur,12461,23.32
Argenteuil--Papineau--Mirabel,François-Hugues Liberge Liberal/Libéral,7171,13.42
Argenteuil--Papineau--Mirabel,Alain Senécal N.D.P./N.P.D.,3466,6.49
Argenteuil--Papineau--Mirabel,Claude Sabourin Green Party/Parti Vert,2480,4.64
Bas-Richelieu--Nicolet--Bécancour,Louis Plamondon ** Bloc Québécois/Bloc Québécois,27742,55.92
Bas-Richelieu--Nicolet--Bécancour,Marie-Ève Hélie-Lambert Conservative/Conservateur,11588,23.36
Bas-Richelieu--Nicolet--Bécancour,Ghislaine Provencher Liberal/Libéral,6438,12.98
Bas-Richelieu--Nicolet--Bécancour,Marie-Claude Roberge Cartier N.D.P./N.P.D.,2248,4.53
Bas-Richelieu--Nicolet--Bécancour,Louis Lacroix Green Party/Parti Vert,1595,3.22
Beauce,Maxime Bernier Conservative/Conservateur,36915,67.02
Beauce,Patrice Moore Bloc Québécois/Bloc Québécois,10997,19.97
Beauce,Jacques Lussier Liberal/Libéral,4364,7.92
Beauce,Cléo Chartier N.D.P./N.P.D.,1405,2.55
Beauce,Jean-Claude Roy Green Party/Parti Vert,1397,2.54
Beauharnois--Salaberry,Claude DeBellefeuille Bloc Québécois/Bloc Québécois,26190,47.53
Beauharnois--Salaberry,David Couturier Conservative/Conservateur,14609,26.51
Beauharnois--Salaberry,John Khawand Liberal/Libéral,8272,15.01
Beauharnois--Salaberry,Cynthia Roy N.D.P./N.P.D.,4163,7.56
Beauharnois--Salaberry,David Smith Green Party/Parti Vert,1864,3.38
Beauport--Limoilou,Sylvie Boucher Conservative/Conservateur,19409,39.54
Beauport--Limoilou,Christian Simard ** Bloc Québécois/Bloc Québécois,18589,37.87
Beauport--Limoilou,Yves Picard Liberal/Libéral,4929,10.04
Beauport--Limoilou,Simon-Pierre Beaudet N.D.P./N.P.D.,3917,7.98
Beauport--Limoilou,Mario Laprise Green Party/Parti Vert,2005,4.08
Beauport--Limoilou,Jean Bédard Marxist-Leninist/Marxiste-Léniniste,234,0.48
Berthier--Maskinongé,Guy André ** Bloc Québécois/Bloc Québécois,26191,48.5
Berthier--Maskinongé,Marie-Claude Godue Conservative/Conservateur,16958,31.4
Berthier--Maskinongé,Serge Lafrenière Liberal/Libéral,5605,10.38
Berthier--Maskinongé,Anne-Marie Aubert N.D.P./N.P.D.,3319,6.15
Berthier--Maskinongé,Nathalie Gratton Green Party/Parti Vert,1925,3.56
Bourassa,Denis Coderre ** Liberal/Libéral,18705,43.41
Bourassa,Apraham Niziblian Bloc Québécois/Bloc Québécois,13777,31.97
Bourassa,Liberato Martelli Conservative/Conservateur,6830,15.85
Bourassa,Stefano Saykaly N.D.P./N.P.D.,2237,5.19
Bourassa,François Boucher Green Party/Parti Vert,1370,3.18
Bourassa,Geneviève Royer Marxist-Leninist/Marxiste-Léniniste,173,0.4
Brome--Missisquoi,Christian Ouellet Bloc Québécois/Bloc Québécois,18596,38.33
Brome--Missisquoi,Denis Paradis ** Liberal/Libéral,13569,27.97
Brome--Missisquoi,David Marler Conservative/Conservateur,9874,20.35
Brome--Missisquoi,Josianne Jetté N.D.P./N.P.D.,2839,5.85
Brome--Missisquoi,Heward Grafftey PC Party/Parti PC,1921,3.96
Brome--Missisquoi,Michel Champagne Green Party/Parti Vert,1721,3.55
Brossard--La Prairie,Marcel Lussier Bloc Québécois/Bloc Québécois,21433,37.17
Brossard--La Prairie,Jacques Saada ** Liberal/Libéral,20190,35.01
Brossard--La Prairie,Tenzin D. Khangsar Conservative/Conservateur,9749,16.91
Brossard--La Prairie,Robert Nicolas N.D.P./N.P.D.,4301,7.46
Brossard--La Prairie,François Desgroseilliers Green Party/Parti Vert,1883,3.27
Brossard--La Prairie,Normand Chouinard Marxist-Leninist/Marxiste-Léniniste,110,0.19
Chambly--Borduas,Yves Lessard ** Bloc Québécois/Bloc Québécois,33703,54.7
Chambly--Borduas,Yves Bourassa Conservative/Conservateur,12703,20.62
Chambly--Borduas,Chantal Bouchard Liberal/Libéral,6933,11.25
Chambly--Borduas,Alain Dubois N.D.P./N.P.D.,5167,8.39
Chambly--Borduas,Olivier Adam Green Party/Parti Vert,3113,5.05
Charlesbourg--Haute-Saint-Charles,Daniel Petit Conservative/Conservateur,20406,41.04
Charlesbourg--Haute-Saint-Charles,Richard Marceau ** Bloc Québécois/Bloc Québécois,19034,38.28
Charlesbourg--Haute-Saint-Charles,Valérie Giguère Liberal/Libéral,4364,8.78
Charlesbourg--Haute-Saint-Charles,Isabelle Martineau N.D.P./N.P.D.,3084,6.2
Charlesbourg--Haute-Saint-Charles,Daniel Pelletier Independent/Indépendant,1567,3.15
Charlesbourg--Haute-Saint-Charles,Les Parsons Green Party/Parti Vert,1262,2.54
Châteauguay--Saint-Constant,Carole Freeman Bloc Québécois/Bloc Québécois,28274,51.38
Châteauguay--Saint-Constant,Rosaire Turcot Conservative/Conservateur,11219,20.39
Châteauguay--Saint-Constant,Charles Ghorayeb Liberal/Libéral,10295,18.71
Châteauguay--Saint-Constant,Ehsan Mohammadian N.D.P./N.P.D.,2865,5.21
Châteauguay--Saint-Constant,Alain Rioux Green Party/Parti Vert,2375,4.32
Chicoutimi--Le Fjord,Robert Bouchard ** Bloc Québécois/Bloc Québécois,19226,38.49
Chicoutimi--Le Fjord,André Harvey Liberal/Libéral,14581,29.19
Chicoutimi--Le Fjord,Alcide Boudreault Conservative/Conservateur,12350,24.72
Chicoutimi--Le Fjord,Éric Dubois N.D.P./N.P.D.,2571,5.15
Chicoutimi--Le Fjord,Jean-Martin Gauthier Green Party/Parti Vert,1226,2.45
Compton--Stanstead,France Bonsant ** Bloc Québécois/Bloc Québécois,21316,42.77
Compton--Stanstead,Gary Caldwell Conservative/Conservateur,12131,24.34
Compton--Stanstead,David Price Liberal/Libéral,11126,22.32
Compton--Stanstead,Stéphane Bürgi N.D.P./N.P.D.,3099,6.22
Compton--Stanstead,Gaétan Perreault Green Party/Parti Vert,2171,4.36
Drummond,Pauline Picard ** Bloc Québécois/Bloc Québécois,22575,49.69
Drummond,Jean-Marie Pineault Conservative/Conservateur,10134,22.3
Drummond,Éric Cardinal Liberal/Libéral,7437,16.37
Drummond,François Choquette N.D.P./N.P.D.,2870,6.32
Drummond,Jean-Benjamin Milot Green Party/Parti Vert,2418,5.32
Gaspésie--Îles-de-la-Madeleine,Raynald Blais ** Bloc Québécois/Bloc Québécois,17678,42.69
Gaspésie--Îles-de-la-Madeleine,Gaston Langlais Conservative/Conservateur,13347,32.23
Gaspésie--Îles-de-la-Madeleine,Mario Lévesque Liberal/Libéral,7977,19.26
Gaspésie--Îles-de-la-Madeleine,Sylvie Dauphinais N.D.P./N.P.D.,1225,2.96
Gaspésie--Îles-de-la-Madeleine,Bob Eichenberger Green Party/Parti Vert,1183,2.86
Gatineau,Richard Nadeau Bloc Québécois/Bloc Québécois,21093,39.25
Gatineau,Françoise Boivin ** Liberal/Libéral,16826,31.31
Gatineau,Patrick Robert Conservative/Conservateur,9014,16.77
Gatineau,Anne Levesque N.D.P./N.P.D.,5354,9.96
Gatineau,Gail Walker Green Party/Parti Vert,1456,2.71
Haute-Gaspésie--La Mitis--Matane--Matapédia,Jean-Yves Roy ** Bloc Québécois/Bloc Québécois,15721,46.04
Haute-Gaspésie--La Mitis--Matane--Matapédia,Rodrigue Drapeau Conservative/Conservateur,10157,29.75
Haute-Gaspésie--La Mitis--Matane--Matapédia,Kim Leclerc Liberal/Libéral,4463,13.07
Haute-Gaspésie--La Mitis--Matane--Matapédia,Stéphane Ricard N.D.P./N.P.D.,2116,6.2
Haute-Gaspésie--La Mitis--Matane--Matapédia,Sarah Desjardins Green Party/Parti Vert,910,2.67
Haute-Gaspésie--La Mitis--Matane--Matapédia,Yvan Côté Independent/Indépendant,778,2.28
Hochelaga,Réal Ménard ** Bloc Québécois/Bloc Québécois,25570,55.58
Hochelaga,Vicky Harvey Liberal/Libéral,7932,17.24
Hochelaga,Audrey Castonguay Conservative/Conservateur,5617,12.21
Hochelaga,David-Roger Gagnon N.D.P./N.P.D.,4101,8.91
Hochelaga,Rolf Bramann Green Party/Parti Vert,2235,4.86
Hochelaga,Blair T. Longley Marijuana Party/Parti Marijuana,332,0.72
Hochelaga,Christine Dandenault Marxist-Leninist/Marxiste-Léniniste,220,0.48
Honoré-Mercier,Pablo Rodriguez ** Liberal/Libéral,19622,38.23
Honoré-Mercier,Gérard Labelle Bloc Québécois/Bloc Québécois,17879,34.83
Honoré-Mercier,Angelo M. Marino Conservative/Conservateur,8952,17.44
Honoré-Mercier,François Pilon N.D.P./N.P.D.,3191,6.22
Honoré-Mercier,Sylvain Castonguay Green Party/Parti Vert,1502,2.93
Honoré-Mercier,Hélène Héroux Marxist-Leninist/Marxiste-Léniniste,183,0.36
Hull--Aylmer,Marcel Proulx ** Liberal/Libéral,17576,32.67
Hull--Aylmer,Alain Charette Bloc Québécois/Bloc Québécois,15788,29.35
Hull--Aylmer,Gilles Poirier Conservative/Conservateur,9284,17.26
Hull--Aylmer,Pierre Laliberté N.D.P./N.P.D.,8334,15.49
Hull--Aylmer,Christian Doyle Green Party/Parti Vert,2687,4.99
Hull--Aylmer,Gabriel Girard-Bernier Marxist-Leninist/Marxiste-Léniniste,125,0.23
Jeanne-Le Ber,Thierry St-Cyr Bloc Québécois/Bloc Québécois,20213,40.22
Jeanne-Le Ber,Liza Frulla ** Liberal/Libéral,17118,34.06
Jeanne-Le Ber,Pierre-Olivier Brunelle Conservative/Conservateur,5951,11.84
Jeanne-Le Ber,Matthew McLauchlin N.D.P./N.P.D.,4621,9.19
Jeanne-Le Ber,Claude William Genest Green Party/Parti Vert,2357,4.69
Joliette,Pierre A. Paquette ** Bloc Québécois/Bloc Québécois,28630,54.12
Joliette,Sylvie Lavallée Conservative/Conservateur,14192,26.83
Joliette,Gérard Leclerc Liberal/Libéral,5245,9.92
Joliette,Jacques Trudeau N.D.P./N.P.D.,2745,5.19
Joliette,Jean-François Lévêque Green Party/Parti Vert,2086,3.94
Jonquière--Alma,Jean-Pierre Blackburn Conservative/Conservateur,27262,52.09
Jonquière--Alma,Sébastien Gagnon ** Bloc Québécois/Bloc Québécois,20569,39.3
Jonquière--Alma,Martin Bertrand N.D.P./N.P.D.,2028,3.87
Jonquière--Alma,Gilles Savard Liberal/Libéral,1550,2.96
Jonquière--Alma,Sylvain Dompierre Green Party/Parti Vert,928,1.77
Lac-Saint-Louis,Francis Scarpaleggia ** Liberal/Libéral,25588,48.17
Lac-Saint-Louis,Andrea Paine Conservative/Conservateur,14164,26.66
Lac-Saint-Louis,Daniel Quinn N.D.P./N.P.D.,5702,10.73
Lac-Saint-Louis,Anne-Marie Guertin Bloc Québécois/Bloc Québécois,4064,7.65
Lac-Saint-Louis,Peter Graham Green Party/Parti Vert,3605,6.79
La Pointe-de-l'Île,Francine Lalonde ** Bloc Québécois/Bloc Québécois,29368,60.46
La Pointe-de-l'Île,Christian Prévost Conservative/Conservateur,7402,15.24
La Pointe-de-l'Île,Marie-Migniaud Dominique Liberal/Libéral,6855,14.11
La Pointe-de-l'Île,Nicolas Tremblay N.D.P./N.P.D.,3407,7.01
La Pointe-de-l'Île,Benjamin Rankin Green Party/Parti Vert,1544,3.18
LaSalle--Émard,Paul Martin ** Liberal/Libéral,22751,48.41
LaSalle--Émard,May Chiu Bloc Québécois/Bloc Québécois,13501,28.73
LaSalle--Émard,Georges-Alexandre Bastien Conservative/Conservateur,5994,12.75
LaSalle--Émard,Russ Johnson N.D.P./N.P.D.,2805,5.97
LaSalle--Émard,Serge Bellemare Green Party/Parti Vert,1512,3.22
LaSalle--Émard,Jean-Philippe Lebleu Independent/Indépendant,281,0.6
LaSalle--Émard,Jean-Paul Bédard Marxist-Leninist/Marxiste-Léniniste,152,0.32
Laurentides--Labelle,Johanne Deschamps ** Bloc Québécois/Bloc Québécois,28217,53.82
Laurentides--Labelle,Jean-Serge Beauregard Conservative/Conservateur,10666,20.35
Laurentides--Labelle,Jean-Pierre Fortin Liberal/Libéral,7616,14.53
Laurentides--Labelle,Rose-Aimée Auclair N.D.P./N.P.D.,3382,6.45
Laurentides--Labelle,Richard Savignac Green Party/Parti Vert,2543,4.85
Laurier--Sainte-Marie,Gilles Duceppe ** Bloc Québécois/Bloc Québécois,26773,54.69
Laurier--Sainte-Marie,François Grégoire N.D.P./N.P.D.,8165,16.68
Laurier--Sainte-Marie,Soeung Tang Liberal/Libéral,6095,12.45
Laurier--Sainte-Marie,Dylan Perceval-Maxwell Green Party/Parti Vert,4064,8.3
Laurier--Sainte-Marie,Carlos De Sousa Conservative/Conservateur,3124,6.38
Laurier--Sainte-Marie,Nicky Tanguay Marijuana Party/Parti Marijuana,338,0.69
Laurier--Sainte-Marie,Jocelyne Leduc Independent/Indépendant,157,0.32
Laurier--Sainte-Marie,Ginette Boutet Marxist-Leninist/Marxiste-Léniniste,137,0.28
Laurier--Sainte-Marie,Evelyn Elizabeth Ruiz Communist/Communiste,100,0.2
Laval,Nicole Demers ** Bloc Québécois/Bloc Québécois,22032,44.35
Laval,Alia Haddad Liberal/Libéral,12698,25.56
Laval,Emilio Migliozzi Conservative/Conservateur,9236,18.59
Laval,Benoît Beauchamp N.D.P./N.P.D.,4047,8.15
Laval,Philippe Mari Green Party/Parti Vert,1666,3.35
Laval--Les Îles,Raymonde Folco ** Liberal/Libéral,20849,39.32
Laval--Les Îles,Christiane Pichette Bloc Québécois/Bloc Québécois,17537,33.07
Laval--Les Îles,Qais Hamidi Conservative/Conservateur,9055,17.08
Laval--Les Îles,Alain Giguère N.D.P./N.P.D.,3817,7.2
Laval--Les Îles,Theodore Kouretas Green Party/Parti Vert,1557,2.94
Laval--Les Îles,Polyvios Tsakanikas Marxist-Leninist/Marxiste-Léniniste,211,0.4
Lévis--Bellechasse,Steven Blaney Conservative/Conservateur,25940,46.4
Lévis--Bellechasse,Réal Lapierre ** Bloc Québécois/Bloc Québécois,16223,29.02
Lévis--Bellechasse,Shirley Baril Liberal/Libéral,4581,8.19
Lévis--Bellechasse,Normand Cadrin Independent/Indépendant,4275,7.65
Lévis--Bellechasse,Eric Boucher N.D.P./N.P.D.,2590,4.63
Lévis--Bellechasse,Mathieu Castonguay Green Party/Parti Vert,2293,4.1
Longueuil--Pierre-Boucher,Caroline St-Hilaire ** Bloc Québécois/Bloc Québécois,27425,55.2
Longueuil--Pierre-Boucher,Sébastien Legris Conservative/Conservateur,9331,18.78
Longueuil--Pierre-Boucher,Lancine Diawara Liberal/Libéral,6260,12.6
Longueuil--Pierre-Boucher,Philippe Haese N.D.P./N.P.D.,4273,8.6
Longueuil--Pierre-Boucher,Adam Sommerfeld Green Party/Parti Vert,1995,4.02
