district,name,votes,percent_votes
Longueuil--Pierre-Boucher,David Fiset Marijuana Party/Parti Marijuana,397,0.8
Lotbinière--Chutes-de-la-Chaudière,Jacques Gourde Conservative/Conservateur,28236,54.34
Lotbinière--Chutes-de-la-Chaudière,Odina Desrochers ** Bloc Québécois/Bloc Québécois,15402,29.64
Lotbinière--Chutes-de-la-Chaudière,Raymond Côté N.D.P./N.P.D.,3529,6.79
Lotbinière--Chutes-de-la-Chaudière,Eric Paradis Liberal/Libéral,2820,5.43
Lotbinière--Chutes-de-la-Chaudière,Shirley Picknell Green Party/Parti Vert,1978,3.81
Louis-Hébert,Luc Harvey Conservative/Conservateur,20332,34.47
Louis-Hébert,Roger Clavet ** Bloc Québécois/Bloc Québécois,20101,34.08
Louis-Hébert,Hélène Chalifour Scherrer Liberal/Libéral,8852,15.01
Louis-Hébert,Denis Blanchette N.D.P./N.P.D.,5351,9.07
Louis-Hébert,Robert Hudon Green Party/Parti Vert,2517,4.27
Louis-Hébert,Frédérick Têtu Independent/Indépendant,1147,1.94
Louis-Hébert,Francis Fortin Independent/Indépendant,565,0.96
Louis-Hébert,Stefan Jetchick Christian Heritage Party/Parti de l'Héritage Chrétien,116,0.2
Louis-Saint-Laurent,Josée Verner Conservative/Conservateur,28606,57.68
Louis-Saint-Laurent,Bernard Cleary ** Bloc Québécois/Bloc Québécois,11997,24.19
Louis-Saint-Laurent,Isa Gros-Louis Liberal/Libéral,3180,6.41
Louis-Saint-Laurent,Robert Donnelly N.D.P./N.P.D.,2848,5.74
Louis-Saint-Laurent,Christian Légaré Independent/Indépendant,1498,3.02
Louis-Saint-Laurent,Lucien Gravelle Green Party/Parti Vert,1468,2.96
Manicouagan,Gérard Asselin ** Bloc Québécois/Bloc Québécois,18601,51.1
Manicouagan,Pierre Paradis Conservative/Conservateur,6910,18.98
Manicouagan,Randy Jones Liberal/Libéral,5214,14.32
Manicouagan,Pierre Ducasse N.D.P./N.P.D.,4657,12.79
Manicouagan,Jacques Gélineau Green Party/Parti Vert,824,2.26
Manicouagan,Eric Vivier Independent/Indépendant,195,0.54
Marc-Aurèle-Fortin,Serge Ménard ** Bloc Québécois/Bloc Québécois,27638,51
Marc-Aurèle-Fortin,Claude Moreau Conservative/Conservateur,11098,20.48
Marc-Aurèle-Fortin,Renée Gagné Liberal/Libéral,8407,15.51
Marc-Aurèle-Fortin,Martin Duplantis N.D.P./N.P.D.,4313,7.96
Marc-Aurèle-Fortin,Lise Bissonnette Green Party/Parti Vert,2733,5.04
Mégantic--L'Érable,Christian Paradis Conservative/Conservateur,23550,49.85
Mégantic--L'Érable,Marc Boulianne ** Bloc Québécois/Bloc Québécois,15410,32.62
Mégantic--L'Érable,Yvan Corriveau Liberal/Libéral,4912,10.4
Mégantic--L'Érable,Isabelle Tremblay N.D.P./N.P.D.,1836,3.89
Mégantic--L'Érable,Jean François Hamel Green Party/Parti Vert,1534,3.25
Montcalm,Roger Gaudet ** Bloc Québécois/Bloc Québécois,34975,62.28
Montcalm,Michel Paulette Conservative/Conservateur,10818,19.26
Montcalm,Luc Fortin Liberal/Libéral,4645,8.27
Montcalm,Nancy Leclerc N.D.P./N.P.D.,3766,6.71
Montcalm,Wendy Gorchinsky Green Party/Parti Vert,1954,3.48
Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Paul Crête ** Bloc Québécois/Bloc Québécois,24117,52.44
Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Daniel Nadeau Conservative/Conservateur,11529,25.07
Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Lise M. Vachon Liberal/Libéral,6466,14.06
Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Myriam Leblanc N.D.P./N.P.D.,2107,4.58
Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Serge Lemay Green Party/Parti Vert,1768,3.84
Montmorency--Charlevoix--Haute-Côte-Nord,Michel Guimond ** Bloc Québécois/Bloc Québécois,22169,49.11
Montmorency--Charlevoix--Haute-Côte-Nord,Yves Laberge Conservative/Conservateur,14559,32.25
Montmorency--Charlevoix--Haute-Côte-Nord,Robert Gauthier Liberal/Libéral,3989,8.84
Montmorency--Charlevoix--Haute-Côte-Nord,Martin Cauchon N.D.P./N.P.D.,2896,6.42
Montmorency--Charlevoix--Haute-Côte-Nord,Yves Jourdain Green Party/Parti Vert,1527,3.38
Mount Royal/Mont-Royal,Irwin Cotler ** Liberal/Libéral,24248,65.55
Mount Royal/Mont-Royal,Neil Martin Drabkin Conservative/Conservateur,6621,17.9
Mount Royal/Mont-Royal,Nicolas R. Thibodeau N.D.P./N.P.D.,2479,6.7
Mount Royal/Mont-Royal,Guillaume Dussault Bloc Québécois/Bloc Québécois,2112,5.71
Mount Royal/Mont-Royal,Damien Pichereau Green Party/Parti Vert,1423,3.85
Mount Royal/Mont-Royal,Diane Johnston Marxist-Leninist/Marxiste-Léniniste,106,0.29
Notre-Dame-de-Grâce--Lachine,Marlene Jennings ** Liberal/Libéral,20235,43.85
Notre-Dame-de-Grâce--Lachine,Alexandre Lambert Bloc Québécois/Bloc Québécois,9385,20.34
Notre-Dame-de-Grâce--Lachine,Allen F. Mackenzie Conservative/Conservateur,8048,17.44
Notre-Dame-de-Grâce--Lachine,Peter Deslauriers N.D.P./N.P.D.,5455,11.82
Notre-Dame-de-Grâce--Lachine,Pierre-Albert Sévigny Green Party/Parti Vert,2754,5.97
Notre-Dame-de-Grâce--Lachine,Earl Wertheimer Libertarian/Libertarien,152,0.33
Notre-Dame-de-Grâce--Lachine,Rachel Hoffman Marxist-Leninist/Marxiste-Léniniste,118,0.26
Outremont,Jean-C. Lapierre ** Liberal/Libéral,14282,35.18
Outremont,Jacques Léonard Bloc Québécois/Bloc Québécois,11778,29.01
Outremont,Léo-Paul Lauzon N.D.P./N.P.D.,6984,17.2
Outremont,Daniel Fournier Conservative/Conservateur,5168,12.73
Outremont,François Pilon Green Party/Parti Vert,1957,4.82
Outremont,Eric Roach Denis Independent/Indépendant,101,0.25
Outremont,Philip Paynter PC Party/Parti PC,94,0.23
Outremont,Linda Sullivan Marxist-Leninist/Marxiste-Léniniste,88,0.22
Outremont,Yan Lacombe Independent/Indépendant,85,0.21
Outremont,Xavier Rochon Independent/Indépendant,34,0.08
Outremont,Régent Millette Independent/Indépendant,22,0.05
Papineau,Vivian Barbot Bloc Québécois/Bloc Québécois,17775,40.75
Papineau,Pierre Pettigrew ** Liberal/Libéral,16785,38.48
Papineau,Mustaque A. Sarker Conservative/Conservateur,3630,8.32
Papineau,Marc Hasbani N.D.P./N.P.D.,3358,7.7
Papineau,Louis-Philippe Verenka Green Party/Parti Vert,1572,3.6
Papineau,Peter Macrisopoulos Marxist-Leninist/Marxiste-Léniniste,317,0.73
Papineau,Mahmood-Raza Baig Canadian Action/Action canadienne,185,0.42
Pierrefonds--Dollard,Bernard Patry ** Liberal/Libéral,24388,51.12
Pierrefonds--Dollard,Don Rae Conservative/Conservateur,11013,23.08
Pierrefonds--Dollard,Denis Martel Bloc Québécois/Bloc Québécois,5901,12.37
Pierrefonds--Dollard,Shameem Siddiqui N.D.P./N.P.D.,3664,7.68
Pierrefonds--Dollard,Leo Williams Green Party/Parti Vert,2645,5.54
Pierrefonds--Dollard,Garnet Colly Marxist-Leninist/Marxiste-Léniniste,96,0.2
Pontiac,Lawrence Cannon Conservative/Conservateur,16069,33.68
Pontiac,Christine Émond Lapointe Bloc Québécois/Bloc Québécois,13698,28.71
Pontiac,David Smith ** Liberal/Libéral,11561,24.23
Pontiac,Céline Brault N.D.P./N.P.D.,4759,9.98
Pontiac,Moe Garahan Green Party/Parti Vert,1512,3.17
Pontiac,Benoit Legros Marxist-Leninist/Marxiste-Léniniste,107,0.22
Portneuf--Jacques-Cartier,André Arthur Independent/Indépendant,20158,39.84
Portneuf--Jacques-Cartier,Guy Côté ** Bloc Québécois/Bloc Québécois,13094,25.88
Portneuf--Jacques-Cartier,Howard M. Bruce Conservative/Conservateur,11472,22.67
Portneuf--Jacques-Cartier,Gilles Landry Liberal/Libéral,2489,4.92
Portneuf--Jacques-Cartier,Jean-Marie Fiset N.D.P./N.P.D.,1956,3.87
Portneuf--Jacques-Cartier,Jérôme Beaulieu Green Party/Parti Vert,1431,2.83
Québec,Christiane Gagnon ** Bloc Québécois/Bloc Québécois,20845,41.53
Québec,Frédérik Boisvert Conservative/Conservateur,14943,29.77
Québec,Caroline Drolet Liberal/Libéral,5743,11.44
Québec,Michaël Lessard N.D.P./N.P.D.,4629,9.22
Québec,Yonnel Bonaventure Green Party/Parti Vert,2372,4.73
Québec,Dan Aubut Independent/Indépendant,813,1.62
Québec,Alexandre Raymond-Labrie PC Party/Parti PC,520,1.04
Québec,Francis Bedard Libertarian/Libertarien,325,0.65
Repentigny,Benoît Sauvageau ** Bloc Québécois/Bloc Québécois,34958,62.42
Repentigny,Claude Jr Lafortune Conservative/Conservateur,10124,18.08
Repentigny,Josyanne Forest Liberal/Libéral,4847,8.65
Repentigny,Réjean Bellemare N.D.P./N.P.D.,4337,7.74
Repentigny,Adam Jastrzebski Green Party/Parti Vert,1742,3.11
Richmond--Arthabaska,André Bellavance ** Bloc Québécois/Bloc Québécois,24466,47.89
Richmond--Arthabaska,Jean Landry Conservative/Conservateur,16465,32.23
Richmond--Arthabaska,Louis Napoléon Mercier Liberal/Libéral,5294,10.36
Richmond--Arthabaska,Isabelle Maguire N.D.P./N.P.D.,2507,4.91
Richmond--Arthabaska,Laurier Busque Green Party/Parti Vert,2355,4.61
Rimouski-Neigette--Témiscouata--Les Basques,Louise Thibault ** Bloc Québécois/Bloc Québécois,19804,46.38
Rimouski-Neigette--Témiscouata--Les Basques,Roger Picard Conservative/Conservateur,9481,22.2
Rimouski-Neigette--Témiscouata--Les Basques,Michel Tremblay Liberal/Libéral,8254,19.33
Rimouski-Neigette--Témiscouata--Les Basques,Guy Caron N.D.P./N.P.D.,4186,9.8
Rimouski-Neigette--Témiscouata--Les Basques,François Bédard Green Party/Parti Vert,973,2.28
Rivière-des-Mille-Îles,Gilles-A. Perron ** Bloc Québécois/Bloc Québécois,26272,53.9
Rivière-des-Mille-Îles,Érick Gauthier Conservative/Conservateur,10173,20.87
Rivière-des-Mille-Îles,Robert Frégeau Liberal/Libéral,6239,12.8
Rivière-des-Mille-Îles,Francis Chartrand N.D.P./N.P.D.,3418,7.01
Rivière-des-Mille-Îles,Marie Martine Bédard Green Party/Parti Vert,2643,5.42
Rivière-du-Nord,Monique Guay ** Bloc Québécois/Bloc Québécois,27789,59.08
Rivière-du-Nord,Pierre Albert Conservative/Conservateur,9769,20.77
Rivière-du-Nord,Yannick Guénette Liberal/Libéral,4365,9.28
Rivière-du-Nord,Simon Bernier N.D.P./N.P.D.,3393,7.21
Rivière-du-Nord,Maude Genet Green Party/Parti Vert,1722,3.66
Roberval--Lac-Saint-Jean,Michel Gauthier ** Bloc Québécois/Bloc Québécois,17586,45.2
Roberval--Lac-Saint-Jean,Ghislain Lavoie Conservative/Conservateur,14463,37.18
Roberval--Lac-Saint-Jean,Luc Chiasson Liberal/Libéral,3014,7.75
Roberval--Lac-Saint-Jean,François Privé N.D.P./N.P.D.,2151,5.53
Roberval--Lac-Saint-Jean,Sébastien Girard Green Party/Parti Vert,1689,4.34
Rosemont--La Petite-Patrie,Bernard Bigras ** Bloc Québécois/Bloc Québécois,29336,55.99
Rosemont--La Petite-Patrie,Suzanne Harvey Liberal/Libéral,8259,15.76
Rosemont--La Petite-Patrie,Chantal Reeves N.D.P./N.P.D.,6051,11.55
Rosemont--La Petite-Patrie,Michel Sauvé Conservative/Conservateur,4873,9.3
Rosemont--La Petite-Patrie,Marc-André Gadoury Green Party/Parti Vert,3457,6.6
Rosemont--La Petite-Patrie,Hugô St-Onge Marijuana Party/Parti Marijuana,419,0.8
Saint-Bruno--Saint-Hubert,Carole Lavallée ** Bloc Québécois/Bloc Québécois,26509,50.29
Saint-Bruno--Saint-Hubert,Nicolas Waldteufel Conservative/Conservateur,10451,19.83
Saint-Bruno--Saint-Hubert,Kerline Joseph Liberal/Libéral,8643,16.4
Saint-Bruno--Saint-Hubert,Marie Henretta N.D.P./N.P.D.,4359,8.27
Saint-Bruno--Saint-Hubert,Elisabeth Papin Green Party/Parti Vert,2364,4.48
Saint-Bruno--Saint-Hubert,Jules Édouard Gaudet Independent/Indépendant,387,0.73
Saint-Hyacinthe--Bagot,Yvan Loubier ** Bloc Québécois/Bloc Québécois,27838,56.02
Saint-Hyacinthe--Bagot,Huguette Guilhaumon Conservative/Conservateur,12323,24.8
Saint-Hyacinthe--Bagot,Stéphane Deschênes Liberal/Libéral,4884,9.83
Saint-Hyacinthe--Bagot,Joëlle Chevrier N.D.P./N.P.D.,2723,5.48
Saint-Hyacinthe--Bagot,Jacques Tétreault Green Party/Parti Vert,1925,3.87
Saint-Jean,Claude Bachand ** Bloc Québécois/Bloc Québécois,28070,53.98
Saint-Jean,Francis Lévesque Conservative/Conservateur,11516,22.14
Saint-Jean,Maro Akoury Liberal/Libéral,6426,12.36
Saint-Jean,Mathieu-Gilles Lanciault N.D.P./N.P.D.,3622,6.96
Saint-Jean,Véronique Bisaillon Green Party/Parti Vert,2371,4.56
Saint-Lambert,Maka Kotto ** Bloc Québécois/Bloc Québécois,20949,45.3
Saint-Lambert,Jean-Jacques Hermans Liberal/Libéral,10777,23.31
Saint-Lambert,Patrick Clune Conservative/Conservateur,9097,19.67
Saint-Lambert,Ronaldo Garcia N.D.P./N.P.D.,3404,7.36
Saint-Lambert,Sonia Ziadé Green Party/Parti Vert,1819,3.93
Saint-Lambert,Normand Fournier Marxist-Leninist/Marxiste-Léniniste,196,0.42
Saint-Laurent--Cartierville,Stéphane Dion ** Liberal/Libéral,25412,59.85
Saint-Laurent--Cartierville,William Fayad Bloc Québécois/Bloc Québécois,6192,14.58
Saint-Laurent--Cartierville,Ishrat Alam Conservative/Conservateur,5590,13.17
Saint-Laurent--Cartierville,Liz Elder N.D.P./N.P.D.,3279,7.72
Saint-Laurent--Cartierville,Gilles Mercier Green Party/Parti Vert,1810,4.26
Saint-Laurent--Cartierville,Fernand Deschamps Marxist-Leninist/Marxiste-Léniniste,177,0.42
Saint-Léonard--Saint-Michel,Massimo Pacetti ** Liberal/Libéral,23705,57.17
Saint-Léonard--Saint-Michel,Justine Charlemagne Bloc Québécois/Bloc Québécois,7772,18.74
Saint-Léonard--Saint-Michel,Ercolano Pingiotti Conservative/Conservateur,5975,14.41
Saint-Léonard--Saint-Michel,Laura Colella N.D.P./N.P.D.,2831,6.83
Saint-Léonard--Saint-Michel,Pierre-Louis Parant Green Party/Parti Vert,961,2.32
Saint-Léonard--Saint-Michel,Stéphane Chénier Marxist-Leninist/Marxiste-Léniniste,219,0.53
Saint-Maurice--Champlain,Jean-Yves Laforest Bloc Québécois/Bloc Québécois,21532,44.34
Saint-Maurice--Champlain,Martial Toupin Conservative/Conservateur,16028,33.01
Saint-Maurice--Champlain,Lucille Whissell Liberal/Libéral,5612,11.56
Saint-Maurice--Champlain,Claude Larocque N.D.P./N.P.D.,3684,7.59
Saint-Maurice--Champlain,Pierre Audette Green Party/Parti Vert,1705,3.51
Shefford,Robert Vincent ** Bloc Québécois/Bloc Québécois,22159,43.09
Shefford,Jean Lambert Conservative/Conservateur,12734,24.76
Shefford,Diane St-Jacques Liberal/Libéral,12043,23.42
Shefford,Paula Maundcote N.D.P./N.P.D.,2431,4.73
Shefford,Francine Brière Green Party/Parti Vert,2061,4.01
Sherbrooke,Serge Cardin ** Bloc Québécois/Bloc Québécois,27112,52.2
Sherbrooke,Marc Nadeau Conservative/Conservateur,10763,20.72
Sherbrooke,Robert Pouliot Liberal/Libéral,6863,13.21
Sherbrooke,Martin Plaisance N.D.P./N.P.D.,4646,8.95
Sherbrooke,Michel Quirion Green Party/Parti Vert,2238,4.31
Sherbrooke,Claudia Laroche-Martel Independent/Indépendant,315,0.61
Terrebonne--Blainville,Diane Bourgeois ** Bloc Québécois/Bloc Québécois,30197,59.17
Terrebonne--Blainville,Daniel Lebel Conservative/Conservateur,10212,20.01
Terrebonne--Blainville,Maxime Thériault Liberal/Libéral,4576,8.97
Terrebonne--Blainville,Michel Le Clair N.D.P./N.P.D.,3829,7.5
Terrebonne--Blainville,Martin Drapeau Green Party/Parti Vert,2216,4.34
Trois-Rivières,Paule Brunelle ** Bloc Québécois/Bloc Québécois,22331,45.87
Trois-Rivières,Luc Ménard Conservative/Conservateur,15423,31.68
Trois-Rivières,Martine Girard Liberal/Libéral,5268,10.82
Trois-Rivières,Geneviève Boivin N.D.P./N.P.D.,3774,7.75
Trois-Rivières,Linda Lavoie Green Party/Parti Vert,1513,3.11
Trois-Rivières,Paul Giroux Marijuana Party/Parti Marijuana,371,0.76
Vaudreuil-Soulanges,Meili Faille ** Bloc Québécois/Bloc Québécois,26925,43.08
Vaudreuil-Soulanges,Marc Garneau Liberal/Libéral,17774,28.44
Vaudreuil-Soulanges,Stéphane Bourgon Conservative/Conservateur,11888,19.02
Vaudreuil-Soulanges,Bert Markgraf N.D.P./N.P.D.,3468,5.55
Vaudreuil-Soulanges,Pierre Pariseau-Legault Green Party/Parti Vert,2450,3.92
Verchères--Les Patriotes,Luc Malo Bloc Québécois/Bloc Québécois,30250,57.43
Verchères--Les Patriotes,Jean-Félix Racicot Conservative/Conservateur,11479,21.79
Verchères--Les Patriotes,Alanna Woods Liberal/Libéral,4602,8.74
Verchères--Les Patriotes,Simon Vallée N.D.P./N.P.D.,4293,8.15
Verchères--Les Patriotes,Carl Danis Green Party/Parti Vert,2047,3.89
Westmount--Ville-Marie,Lucienne Robillard ** Liberal/Libéral,18884,45.68
Westmount--Ville-Marie,Louise O'Sullivan Conservative/Conservateur,7295,17.65
Westmount--Ville-Marie,Eric Wilson Steedman N.D.P./N.P.D.,6356,15.37
Westmount--Ville-Marie,Sophie Fréchette Bloc Québécois/Bloc Québécois,5191,12.56
Westmount--Ville-Marie,Julie Sabourin Green Party/Parti Vert,3451,8.35
Westmount--Ville-Marie,Serge Lachapelle Marxist-Leninist/Marxiste-Léniniste,94,0.23
Westmount--Ville-Marie,Bill Sloan Communist/Communiste,69,0.17
Ajax--Pickering,Mark Holland ** Liberal/Libéral,25636,49.38
Ajax--Pickering,Rondo Thomas Conservative/Conservateur,16992,32.73
Ajax--Pickering,Kevin Modeste N.D.P./N.P.D.,6655,12.82
Ajax--Pickering,Russell Korus Green Party/Parti Vert,2199,4.24
Ajax--Pickering,Kevin Norng Christian Heritage Party/Parti de l'Héritage Chrétien,435,0.84
Algoma--Manitoulin--Kapuskasing,Brent St. Denis ** Liberal/Libéral,14652,38.18
Algoma--Manitoulin--Kapuskasing,Carol Hughes N.D.P./N.P.D.,13244,34.51
Algoma--Manitoulin--Kapuskasing,Ian West Conservative/Conservateur,8957,23.34
Algoma--Manitoulin--Kapuskasing,Sarah Hutchinson Green Party/Parti Vert,1025,2.67
Algoma--Manitoulin--Kapuskasing,Will Morin FPNP/FPNP,338,0.88
Algoma--Manitoulin--Kapuskasing,Donald Milton Polmateer Independent/Indépendant,164,0.43
Ancaster--Dundas--Flamborough--Westdale,David Sweet Conservative/Conservateur,24530,39.1
Ancaster--Dundas--Flamborough--Westdale,Russ Powers ** Liberal/Libéral,21656,34.51
Ancaster--Dundas--Flamborough--Westdale,Gordon Guyatt N.D.P./N.P.D.,13376,21.32
Ancaster--Dundas--Flamborough--Westdale,David Januczkowski Green Party/Parti Vert,2767,4.41
Ancaster--Dundas--Flamborough--Westdale,Ben Cowie Independent/Indépendant,303,0.48
Ancaster--Dundas--Flamborough--Westdale,Jamilé Ghaddar Marxist-Leninist/Marxiste-Léniniste,112,0.18
Barrie,Patrick Brown Conservative/Conservateur,23999,41.88
Barrie,Aileen Carroll ** Liberal/Libéral,22456,39.18
Barrie,Peter Bursztyn N.D.P./N.P.D.,6978,12.18
Barrie,Erich Jacoby-Hawkins Green Party/Parti Vert,3875,6.76
Beaches--East York,Maria Minna ** Liberal/Libéral,20678,40.39
Beaches--East York,Marilyn Churley N.D.P./N.P.D.,17900,34.96
Beaches--East York,Peter Conroy Conservative/Conservateur,9238,18.04
Beaches--East York,Jim Harris Green Party/Parti Vert,3106,6.07
Beaches--East York,Jim Love PC Party/Parti PC,183,0.36
Beaches--East York,Roger Carter Marxist-Leninist/Marxiste-Léniniste,91,0.18
Bramalea--Gore--Malton,Gurbax S. Malhi ** Liberal/Libéral,25348,50.68
Bramalea--Gore--Malton,John Sprovieri Conservative/Conservateur,16367,32.73
Bramalea--Gore--Malton,Cesar Martello N.D.P./N.P.D.,6343,12.68
Bramalea--Gore--Malton,Ernst Braendli Green Party/Parti Vert,1721,3.44
Bramalea--Gore--Malton,Frank Chilelli Marxist-Leninist/Marxiste-Léniniste,233,0.47
Brampton--Springdale,Ruby Dhalla ** Liberal/Libéral,22294,47.34
Brampton--Springdale,Sam Hundal Conservative/Conservateur,14492,30.77
Brampton--Springdale,Anna Mather N.D.P./N.P.D.,8345,17.72
Brampton--Springdale,Ian Raymond Chiocchio Green Party/Parti Vert,1853,3.93
Brampton--Springdale,Upali Jinadasa Wannaku Rallage Communist/Communiste,110,0.23
Brampton West/Brampton-Ouest,Colleen Beaumier ** Liberal/Libéral,27988,49.12
Brampton West/Brampton-Ouest,Bal Gosal Conservative/Conservateur,20345,35.7
Brampton West/Brampton-Ouest,Jagtar Singh Shergill N.D.P./N.P.D.,6310,11.07
Brampton West/Brampton-Ouest,Jaipaul Massey-Singh Green Party/Parti Vert,2340,4.11
Brant,Lloyd St. Amand ** Liberal/Libéral,22077,36.95
Brant,Phil McColeman Conservative/Conservateur,21495,35.97
Brant,Lynn Bowering N.D.P./N.P.D.,12713,21.28
Brant,Adam King Green Party/Parti Vert,2729,4.57
Brant,John H. Wubs Christian Heritage Party/Parti de l'Héritage Chrétien,526,0.88
Brant,John C. Turmel Independent/Indépendant,213,0.36
Bruce--Grey--Owen Sound,Larry Miller ** Conservative/Conservateur,25133,48.18
Bruce--Grey--Owen Sound,Verona Jackson Liberal/Libéral,14378,27.56
Bruce--Grey--Owen Sound,Shane Jolley Green Party/Parti Vert,6735,12.91
Bruce--Grey--Owen Sound,Jill McIllwraith N.D.P./N.P.D.,5918,11.34
Burlington,Mike Wallace Conservative/Conservateur,28030,43.11
Burlington,Paddy Torsney ** Liberal/Libéral,25431,39.11
Burlington,David Laird N.D.P./N.P.D.,8090,12.44
Burlington,Rick Goldring Green Party/Parti Vert,3471,5.34
Cambridge,Gary Goodyear ** Conservative/Conservateur,25337,43.85
Cambridge,Janko Peric Liberal/Libéral,19419,33.61
Cambridge,Donna Reid N.D.P./N.P.D.,9794,16.95
Cambridge,Gareth White Green Party/Parti Vert,3017,5.22
Cambridge,David M. Pelly Canadian Action/Action canadienne,217,0.38
Carleton--Mississippi Mills,Gordon O'Connor ** Conservative/Conservateur,39004,56.19
Carleton--Mississippi Mills,Isabel Metcalfe Liberal/Libéral,16360,23.57
Carleton--Mississippi Mills,Tasha Bridgen N.D.P./N.P.D.,8677,12.5
Carleton--Mississippi Mills,Jake Cole Green Party/Parti Vert,4544,6.55
Carleton--Mississippi Mills,George Kolaczynski Marijuana Party/Parti Marijuana,426,0.61
Carleton--Mississippi Mills,Tracy Parsons PC Party/Parti PC,408,0.59
Chatham-Kent--Essex,Dave Van Kesteren Conservative/Conservateur,20820,42.81
Chatham-Kent--Essex,Jim Comiskey Liberal/Libéral,15204,31.26
Chatham-Kent--Essex,Kathleen Kevany N.D.P./N.P.D.,10875,22.36
Chatham-Kent--Essex,Ken Bell Green Party/Parti Vert,1737,3.57
Davenport,Mario Silva ** Liberal/Libéral,20172,51.87
Davenport,Gord Perks N.D.P./N.P.D.,12681,32.61
Davenport,Theresa Rodrigues Conservative/Conservateur,4202,10.8
Davenport,Mark O'Brien Green Party/Parti Vert,1440,3.7
Davenport,Miguel Figueroa Communist/Communiste,172,0.44
Davenport,Wendy Forrest Canadian Action/Action canadienne,122,0.31
Davenport,Sarah Thompson Marxist-Leninist/Marxiste-Léniniste,103,0.26
Don Valley East/Don Valley-Est,Yasmin Ratansi ** Liberal/Libéral,23441,54
Don Valley East/Don Valley-Est,Eugene McDermott Conservative/Conservateur,12661,29.16
Don Valley East/Don Valley-Est,Richard Alan Hennick N.D.P./N.P.D.,5597,12.89
Don Valley East/Don Valley-Est,Wayne Clements Green Party/Parti Vert,1714,3.95
Don Valley West/Don Valley-Ouest,John Godfrey ** Liberal/Libéral,28709,53.36
Don Valley West/Don Valley-Ouest,John Carmichael Conservative/Conservateur,17908,33.29
Don Valley West/Don Valley-Ouest,David Thomas N.D.P./N.P.D.,4902,9.11
Don Valley West/Don Valley-Ouest,Daphne So Green Party/Parti Vert,1906,3.54
Don Valley West/Don Valley-Ouest,Soumen Deb Libertarian/Libertarien,226,0.42
Don Valley West/Don Valley-Ouest,Paul Barnes Canadian Action/Action canadienne,151,0.28
Dufferin--Caledon,David Tilson ** Conservative/Conservateur,23641,47.94
Dufferin--Caledon,Garry Moore Liberal/Libéral,14777,29.97
Dufferin--Caledon,Chris Marquis N.D.P./N.P.D.,5983,12.13
Dufferin--Caledon,Ted Alexander Green Party/Parti Vert,4912,9.96
Durham,Bev Oda ** Conservative/Conservateur,27087,47.02
Durham,Doug Moffatt Liberal/Libéral,17290,30.01
Durham,Bruce Rogers N.D.P./N.P.D.,9946,17.26
Durham,Virginia Ervin Green Party/Parti Vert,2676,4.64
Durham,Henry Zekveld Christian Heritage Party/Parti de l'Héritage Chrétien,612,1.06
Eglinton--Lawrence,Joe Volpe ** Liberal/Libéral,26044,52.89
Eglinton--Lawrence,Peter Coy Conservative/Conservateur,14897,30.25
Eglinton--Lawrence,Maurganne Mooney N.D.P./N.P.D.,5660,11.49
Eglinton--Lawrence,Patrick Metzger Green Party/Parti Vert,2520,5.12
Eglinton--Lawrence,John Brian Steele No Affiliation/Aucune appartenance,123,0.25
Elgin--Middlesex--London,Joe Preston ** Conservative/Conservateur,23416,45.62
Elgin--Middlesex--London,Crispin Colvin Liberal/Libéral,13517,26.34
Elgin--Middlesex--London,Tim McCallum N.D.P./N.P.D.,9873,19.24
Elgin--Middlesex--London,Jonathan Martyn Green Party/Parti Vert,2873,5.6
Elgin--Middlesex--London,Ken DeVries Christian Heritage Party/Parti de l'Héritage Chrétien,1039,2.02
Elgin--Middlesex--London,Phill Borm PC Party/Parti PC,504,0.98
Elgin--Middlesex--London,Will Arlow Canadian Action/Action canadienne,105,0.2
Essex,Jeff Watson ** Conservative/Conservateur,23125,40.4
Essex,Susan Whelan Liberal/Libéral,19510,34.08
Essex,Taras Natyshak N.D.P./N.P.D.,12993,22.7
Essex,James McVeity Green Party/Parti Vert,1507,2.63
Essex,Bob Cruise Marxist-Leninist/Marxiste-Léniniste,108,0.19
Etobicoke Centre/Etobicoke-Centre,Borys Wrzesnewskyj ** Liberal/Libéral,29509,52.44
Etobicoke Centre/Etobicoke-Centre,Axel Kuhn Conservative/Conservateur,18702,33.24
Etobicoke Centre/Etobicoke-Centre,Cynthia Cameron N.D.P./N.P.D.,5426,9.64
Etobicoke Centre/Etobicoke-Centre,John Vanderheyden Green Party/Parti Vert,2111,3.75
Etobicoke Centre/Etobicoke-Centre,Norman Dundas PC Party/Parti PC,402,0.71
Etobicoke Centre/Etobicoke-Centre,France Tremblay Marxist-Leninist/Marxiste-Léniniste,117,0.21
Etobicoke--Lakeshore,Michael Ignatieff Liberal/Libéral,24337,43.63
Etobicoke--Lakeshore,John Capobianco Conservative/Conservateur,19613,35.16
Etobicoke--Lakeshore,Liam McHugh-Russell N.D.P./N.P.D.,8685,15.57
Etobicoke--Lakeshore,Philip Ridge Green Party/Parti Vert,2853,5.11
