district,name,votes,percent_votes
35049,Richard Pietro Green Party/Parti Vert,3636,6.51
35049,Dagmar Sullivan Marxist-Leninist/Marxiste-Léniniste,129,0.23
35050,Paul Szabo ** Liberal/Libéral,20518,44.22
35050,Hugh Arrison Conservative/Conservateur,18366,39.59
35050,Matt Turner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4104,8.85
35050,Richard Laushway Green Party/Parti Vert,3407,7.34
35051,Bonnie Crombie Liberal/Libéral,21710,45.76
35051,Wajid Khan ** Conservative/Conservateur,16985,35.8
35051,Keith Pinto NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4710,9.93
35051,Otto Casanova Green Party/Parti Vert,3179,6.7
35051,Viktor Spanovic Independent/Indépendant,431,0.91
35051,Ralph Bunag Independent/Indépendant,426,0.9
35052,Pierre Poilievre ** Conservative/Conservateur,39921,55.84
35052,Ed Mahfouz Liberal/Libéral,16743,23.42
35052,Lori Gadzala Green Party/Parti Vert,7880,11.02
35052,Phil Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6946,9.72
35053,Lois Brown Conservative/Conservateur,24873,46.7
35053,Tim Jones Liberal/Libéral,18250,34.27
35053,Mike Seaward NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4548,8.54
35053,Glenn Hubbers Green Party/Parti Vert,4381,8.23
35053,Dorian Baxter PC Party/Parti PC,1004,1.89
35053,Ray Luff Christian Heritage Party/Parti de l'Héritage Chrétien,205,0.38
35054,Rob Nicholson ** Conservative/Conservateur,24016,46.7
35054,Joyce Morocco Liberal/Libéral,13867,26.97
35054,Eric Gillespie NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9186,17.86
35054,Shawn Willick Green Party/Parti Vert,4356,8.47
35055,Dean Allison ** Conservative/Conservateur,28089,51.98
35055,Heather Carter Liberal/Libéral,12955,23.97
35055,Dave Heatley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7980,14.77
35055,Sid Frere Green Party/Parti Vert,3897,7.21
35055,Dave Bylsma Christian Heritage Party/Parti de l'Héritage Chrétien,1118,2.07
35056,Claude Gravelle NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19021,46.54
35056,Louise Portelance Liberal/Libéral,10748,26.3
35056,Ian McCracken Conservative/Conservateur,8869,21.7
35056,Fred Twilley Green Party/Parti Vert,2056,5.03
35056,Yves Villeneuve Independent/Indépendant,112,0.27
35056,Steve Rutchinski Marxist-Leninist/Marxiste-Léniniste,66,0.16
35057,Anthony Rota ** Liberal/Libéral,18510,44.56
35057,Joe Sinicrope Conservative/Conservateur,13432,32.34
35057,Dianna Allen NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6582,15.85
35057,Craig Bridges Green Party/Parti Vert,2808,6.76
35057,Andrew Moulden CAP/PAC,204,0.49
35058,Rick Norlock ** Conservative/Conservateur,27615,48.71
35058,Paul Macklin Liberal/Libéral,16209,28.59
35058,Russ Christianson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8230,14.52
35058,Ralph Torrie Green Party/Parti Vert,4633,8.17
35059,Paul Calandra Conservative/Conservateur,32028,42.24
35059,Lui Temelkovski ** Liberal/Libéral,31483,41.52
35059,Andy Arifin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7126,9.4
35059,Richard Taylor Green Party/Parti Vert,5184,6.84
35060,Terence Young Conservative/Conservateur,26011,46.98
35060,M.A. Bonnie Brown ** Liberal/Libéral,20528,37.08
35060,Blake Poland Green Party/Parti Vert,4681,8.46
35060,Michelle Bilek NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4143,7.48
35061,Colin Carrie ** Conservative/Conservateur,19951,41.37
35061,Mike Shields NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16750,34.73
35061,Sean Godfrey Liberal/Libéral,7741,16.05
35061,Pat Gostlin Green Party/Parti Vert,3374,7
35061,Peter Vogel Christian Heritage Party/Parti de l'Héritage Chrétien,246,0.51
35061,David Gershuny Marxist-Leninist/Marxiste-Léniniste,117,0.24
35061,Alex Kreider CAP/PAC,52,0.11
35062,Paul Dewar ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,25399,39.74
35062,Penny Collenette Liberal/Libéral,16633,26.02
35062,Brian McGarry Conservative/Conservateur,15065,23.57
35062,Jen Hunter Green Party/Parti Vert,6348,9.93
35062,John Andrew Akpata Radical Marijuana/Radical Marijuana,378,0.59
35062,Pierre Soublière Marxist-Leninist/Marxiste-Léniniste,95,0.15
35063,Royal Galipeau ** Conservative/Conservateur,27244,44.91
35063,Marc Godbout Liberal/Libéral,23549,38.82
35063,Amy O'Dell NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6025,9.93
35063,Paul Maillet Green Party/Parti Vert,3845,6.34
35064,David McGuinty ** Liberal/Libéral,29035,49.91
35064,Elie Salibi Conservative/Conservateur,19417,33.38
35064,Hijal De Sarkar NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4920,8.46
35064,Qais Ghanem Green Party/Parti Vert,3939,6.77
35064,Al Gullon PC Party/Parti PC,620,1.07
35064,Jean-Serge Brisson Libertarian/Libertarien,244,0.42
35065,Mauril Bélanger ** Liberal/Libéral,23948,46.2
35065,Patrick Glémaud Conservative/Conservateur,14138,27.28
35065,Trevor Haché NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8845,17.06
35065,Akbar Manoussi Green Party/Parti Vert,4447,8.58
35065,Robert Taylor-Larter Independent/Indépendant,227,0.44
35065,Christian Legeais Marxist-Leninist/Marxiste-Léniniste,130,0.25
35065,Michel St-Onge CAP/PAC,100,0.19
35066,John Baird ** Conservative/Conservateur,25109,44.98
35066,David Pratt Liberal/Libéral,20161,36.12
35066,Marlene Rivier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6432,11.52
35066,Frances Coates Green Party/Parti Vert,3558,6.37
35066,David Page Independent/Indépendant,414,0.74
35066,Alex McDonald Communist/Communiste,150,0.27
35067,Dave MacKenzie ** Conservative/Conservateur,23330,52.68
35067,Martha Dennis Liberal/Libéral,8586,19.39
35067,Diane Abbott NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7982,18.02
35067,Cathy Mott Green Party/Parti Vert,3355,7.58
35067,Shaun MacDonald Christian Heritage Party/Parti de l'Héritage Chrétien,1036,2.34
35068,Gerard Kennedy Liberal/Libéral,20705,42.98
35068,Peggy Nash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17332,35.97
35068,Jilian Saweczko Conservative/Conservateur,5992,12.44
35068,Robert Rishchynski Green Party/Parti Vert,3601,7.47
35068,Andrew Borkowski Christian Heritage Party/Parti de l'Héritage Chrétien,230,0.48
35068,Terry Parker Radical Marijuana/Radical Marijuana,209,0.43
35068,Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste,110,0.23
35069,Tony Clement ** Conservative/Conservateur,21831,50.19
35069,Jamie McGarvey Liberal/Libéral,10871,24.99
35069,Jo-Anne Boulding NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5355,12.31
35069,Glen Hodgson Green Party/Parti Vert,5119,11.77
35069,David Rowland Independent/Indépendant,325,0.75
35070,Gary Ralph Schellenberger ** Conservative/Conservateur,20765,48.09
35070,Sandra Gardiner Liberal/Libéral,10225,23.68
35070,Kerry McManus NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7334,16.98
35070,John Cowling Green Party/Parti Vert,3874,8.97
35070,Irma DeVries Christian Heritage Party/Parti de l'Héritage Chrétien,898,2.08
35070,Julian Ichim Marxist-Leninist/Marxiste-Léniniste,84,0.19
35071,Dean Del Mastro ** Conservative/Conservateur,27630,47.4
35071,Betsy McGregor Liberal/Libéral,18417,31.6
35071,Steve Sharpe NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8115,13.92
35071,Emily Berrigan Green Party/Parti Vert,4029,6.91
35071,Elaine Couto Marxist-Leninist/Marxiste-Léniniste,98,0.17
35072,Dan McTeague ** Liberal/Libéral,22874,49.69
35072,George Khouri Conservative/Conservateur,14940,32.45
35072,Andrea Moffat NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4875,10.59
35072,Jason Becevello Green Party/Parti Vert,3023,6.57
35072,Rick Chue Christian Heritage Party/Parti de l'Héritage Chrétien,191,0.41
35072,Chai Kalevar CAP/PAC,130,0.28
35073,Daryl Kramp ** Conservative/Conservateur,26061,50.19
35073,Ken Cole Liberal/Libéral,14048,27.06
35073,Michael McMahon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7156,13.78
35073,Alan Coxwell Green Party/Parti Vert,4379,8.43
35073,Paul Barnes Independent/Indépendant,276,0.53
35074,Cheryl Gallant ** Conservative/Conservateur,28908,61.1
35074,Carole Devine Liberal/Libéral,9737,20.58
35074,Sue McSheffrey NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5175,10.94
35074,Ben Hoffman Green Party/Parti Vert,3201,6.77
35074,Denis Gagné Independent/Indépendant,293,0.62
35075,Bryon Wilfert ** Liberal/Libéral,21488,47
35075,Chungsen Leung Conservative/Conservateur,16318,35.69
35075,Wess Dowsett NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4526,9.9
35075,Dylan Marando Green Party/Parti Vert,3388,7.41
35076,Rick Dykstra ** Conservative/Conservateur,23474,45.9
35076,Walt Lastewka Liberal/Libéral,14652,28.65
35076,George N. Addison NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9428,18.43
35076,Jim Fannon Green Party/Parti Vert,3477,6.8
35076,Sam Hammond Communist/Communiste,113,0.22
35077,Carolyn Bennett ** Liberal/Libéral,26286,50.61
35077,Heather Jewell Conservative/Conservateur,13948,26.86
35077,Anita Agrawal NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6666,12.83
35077,Justin Erdman Green Party/Parti Vert,4726,9.1
35077,John Kittredge Libertarian/Libertarien,312,0.6
35078,Pat Davidson ** Conservative/Conservateur,23195,50.01
35078,Andy Bruziewicz NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10037,21.64
35078,Tim Fugard Liberal/Libéral,9404,20.28
35078,Allan McKeown Green Party/Parti Vert,3201,6.9
35078,Christopher Desormeaux-Malm Christian Heritage Party/Parti de l'Héritage Chrétien,545,1.18
35079,Tony Martin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16572,40.43
35079,Cameron Ross Conservative/Conservateur,15461,37.72
35079,Paul Bichler Liberal/Libéral,6870,16.76
35079,Luke Macmichael Green Party/Parti Vert,1774,4.33
35079,Cory McLeod FPNP/FPNP,235,0.57
35079,Mike Taffarel Marxist-Leninist/Marxiste-Léniniste,81,0.2
35080,Jim Karygiannis ** Liberal/Libéral,22795,56.63
35080,Benson Lau Conservative/Conservateur,11836,29.41
35080,Simon Dougherty NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3748,9.31
35080,Adrian Molder Green Party/Parti Vert,1870,4.65
35081,John Cannis ** Liberal/Libéral,17927,48.68
35081,Roxanne James Conservative/Conservateur,11088,30.11
35081,Natalie Hundt NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5801,15.75
35081,Ella Ng Green Party/Parti Vert,2011,5.46
35082,John McKay ** Liberal/Libéral,18098,50.17
35082,Chuck Konkel Conservative/Conservateur,10881,30.16
35082,Sania Khan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5183,14.37
35082,Alonzo Bartley Green Party/Parti Vert,1913,5.3
35083,Derek Lee ** Liberal/Libéral,23718,58.78
35083,Jerry Bance Conservative/Conservateur,9160,22.7
35083,Ryan Sloan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5936,14.71
35083,Attila Nagy Green Party/Parti Vert,1207,2.99
35083,Alan Mercer Libertarian/Libertarien,331,0.82
35084,Michelle Simson Liberal/Libéral,15486,41.83
35084,Greg Crompton Conservative/Conservateur,10928,29.52
35084,Alamgir Hussain NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6943,18.75
35084,Stefan Dixon Green Party/Parti Vert,3514,9.49
35084,M. H. Fatique Chowdhury Kabir Independent/Indépendant,151,0.41
35085,Helena Guergis ** Conservative/Conservateur,30897,55.05
35085,Andrea Matrosovs Liberal/Libéral,12099,21.56
35085,Katy Austin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6288,11.2
35085,Peter Ellis Green Party/Parti Vert,5685,10.13
35085,Peter Vander Zaag Christian Heritage Party/Parti de l'Héritage Chrétien,1018,1.81
35085,Caley McKibbin Libertarian/Libertarien,143,0.25
35086,Bruce Stanton ** Conservative/Conservateur,26328,49.66
35086,Steve Clarke Liberal/Libéral,14670,27.67
35086,Richard Banigan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6202,11.7
35086,Valerie Powell Green Party/Parti Vert,5821,10.98
35087,Guy Lauzon ** Conservative/Conservateur,25846,57.34
35087,Denis Sabourin Liberal/Libéral,8554,18.98
35087,Darlene Jalbert NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6107,13.55
35087,Howard Galganov Independent/Indépendant,2581,5.73
35087,David Rawnsley Green Party/Parti Vert,1880,4.17
35087,DWight Dugas CAP/PAC,105,0.23
35088,Glenn Thibeault NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15094,35.15
35088,Diane Marleau ** Liberal/Libéral,12969,30.2
35088,Gerry Labelle Conservative/Conservateur,11073,25.79
35088,Gordon Harris Green Party/Parti Vert,3330,7.75
35088,Will Morin FPNP/FPNP,397,0.92
35088,J. David Popescu Independent/Indépendant,80,0.19
35089,Peter Kent Conservative/Conservateur,26660,49.01
35089,Susan Kadis ** Liberal/Libéral,21448,39.43
35089,Simon Strelchik NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3601,6.62
35089,Norbert Koehl Green Party/Parti Vert,2686,4.94
35090,John Rafferty NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14478,40.32
35090,Ken Boshcoff ** Liberal/Libéral,11589,32.27
35090,Richard Neumann Conservative/Conservateur,8466,23.58
35090,Russ Aegard Green Party/Parti Vert,1377,3.83
35091,Bruce Hyer NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13187,37.03
35091,Don McArthur Liberal/Libéral,10083,28.31
35091,Bev Sarafin Conservative/Conservateur,9556,26.83
35091,Brendan Daniel Hughes Green Party/Parti Vert,2463,6.92
35091,Denis Andrew Carrière Radical Marijuana/Radical Marijuana,327,0.92
35092,Charlie Angus ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17188,56.54
35092,Paul Taillefer Liberal/Libéral,6740,22.17
35092,Bill Greenberg Conservative/Conservateur,5536,18.21
35092,Larry Verner Green Party/Parti Vert,938,3.09
35093,Bob Rae ** Liberal/Libéral,27462,53.53
35093,David Peter Gentili Conservative/Conservateur,9402,18.33
35093,El- Farouk Khaki NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7743,15.09
35093,Ellen Michelson Green Party/Parti Vert,6081,11.85
35093,Johan Boyden Communist/Communiste,193,0.38
35093,Liz White AAEV Party of Canada/AAEV Party of Canada,187,0.36
35093,Gerald Derome Independent/Indépendant,146,0.28
35093,Philip Fernandez Marxist-Leninist/Marxiste-Léniniste,92,0.18
35094,Jack Layton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20323,44.78
35094,Andrew Lang Liberal/Libéral,13336,29.38
35094,Sharon Howarth Green Party/Parti Vert,5995,13.21
35094,Christina Perreault Conservative/Conservateur,5287,11.65
35094,Marie Crawford AAEV Party of Canada/AAEV Party of Canada,175,0.39
35094,John Richardson Independent/Indépendant,130,0.29
35094,Marcell Rodden Marxist-Leninist/Marxiste-Léniniste,87,0.19
35094,Bahman Yazdanfar CAP/PAC,54,0.12
35095,Olivia Chow ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,24454,40.84
35095,Christine Innes Liberal/Libéral,20970,35.02
35095,Christine McGirr Conservative/Conservateur,8249,13.78
35095,Stephen La Frenie Green Party/Parti Vert,5418,9.05
35095,Chester Brown Libertarian/Libertarien,491,0.82
35095,Carlos Santos Almeida Independent/Indépendant,164,0.27
35095,Val Illie Independent/Indépendant,132,0.22
35096,Maurizio Bevilacqua ** Liberal/Libéral,27773,49.18
35096,Richard Lorello Conservative/Conservateur,19390,34.33
35096,Vicky Wilkin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5442,9.64
35096,Adrian Visentin Green Party/Parti Vert,3870,6.85
35097,Malcolm Allen NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16842,32.91
35097,Alf Kiers Conservative/Conservateur,16542,32.32
35097,John Maloney ** Liberal/Libéral,14295,27.93
35097,Jennifer Mooradian Green Party/Parti Vert,2816,5.5
35097,Jody Di Bartolomeo Independent/Indépendant,569,1.11
35097,Ron Walker Marxist-Leninist/Marxiste-Léniniste,114,0.22
35098,Michael Chong ** Conservative/Conservateur,29191,57.63
35098,Bruce Bowser Liberal/Libéral,11312,22.33
35098,Brent Bouteiller Green Party/Parti Vert,4987,9.85
35098,Noel Duignan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4747,9.37
35098,Jeffrey Streutker Christian Heritage Party/Parti de l'Héritage Chrétien,414,0.82
35099,Jim Flaherty ** Conservative/Conservateur,30704,50.99
35099,Brent Fullard Liberal/Libéral,15460,25.68
35099,David Purdy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8584,14.26
35099,Doug Anderson Green Party/Parti Vert,5067,8.42
35099,Yvonne Forbes Christian Heritage Party/Parti de l'Héritage Chrétien,395,0.66
35100,Martha Hall Findlay ** Liberal/Libéral,23889,48.67
35100,Jake Karns Conservative/Conservateur,15931,32.46
35100,Susan Wallace NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5011,10.21
35100,Lou Carcasole Green Party/Parti Vert,3130,6.38
35100,Bahman Roudgarnia PC Party/Parti PC,864,1.76
35100,Bernadette Michael Independent/Indépendant,260,0.53
35101,Joe Comartin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20914,48.7
35101,Denise Ghanam Conservative/Conservateur,10276,23.93
35101,Steve Mastroianni Liberal/Libéral,9005,20.97
35101,Kyle Prestanski Green Party/Parti Vert,2749,6.4
35102,Brian Masse ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20791,52.51
35102,Lisa Lumley Conservative/Conservateur,8954,22.61
35102,Larry Horwitz Liberal/Libéral,7357,18.58
35102,John Esposito Green Party/Parti Vert,2253,5.69
35102,Elizabeth Rowley Communist/Communiste,125,0.32
35102,Margaret Villamizar Marxist-Leninist/Marxiste-Léniniste,116,0.29
35103,Ken Dryden ** Liberal/Libéral,16164,43.46
35103,Rochelle Wilner Conservative/Conservateur,14132,38
35103,Kurtis Baily NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4503,12.11
35103,Rosemary Frei Green Party/Parti Vert,2390,6.43
35104,Peter Van Loan ** Conservative/Conservateur,27412,56.7
35104,Judith Moses Liberal/Libéral,9044,18.71
35104,Sylvia Gerl NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5882,12.17
35104,John Dewar Green Party/Parti Vert,4887,10.11
35104,Paul Pisani PC Party/Parti PC,676,1.4
35104,Vicki Gunn Christian Heritage Party/Parti de l'Héritage Chrétien,444,0.92
35105,Alan Tonks ** Liberal/Libéral,16071,46.6
35105,Mike Sullivan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9641,27.95
35105,Aydin Cocelli Conservative/Conservateur,7021,20.36
35105,Andre Papadimitriou Green Party/Parti Vert,1757,5.09
35106,Judy Sgro ** Liberal/Libéral,16997,59.39
35106,Giulio Manfrini NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5363,18.74
35106,Kevin Nguyen Conservative/Conservateur,4773,16.68
35106,Nick Capra Green Party/Parti Vert,1488,5.2
46001,Merv Tweed ** Conservative/Conservateur,19558,57.06
46001,John Bouché NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6055,17.67
46001,Dave Barnes Green Party/Parti Vert,5410,15.78
46001,Martha Jo Willard Liberal/Libéral,2836,8.27
46001,Jerome Dondo Christian Heritage Party/Parti de l'Héritage Chrétien,292,0.85
46001,Lisa Gallagher Communist/Communiste,124,0.36
46002,Steven Fletcher ** Conservative/Conservateur,21588,53.83
46002,Bob Friesen Liberal/Libéral,8514,21.23
46002,Fiona Shiells NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7190,17.93
46002,Brian Timlick Green Party/Parti Vert,2632,6.56
46002,Mark Price Christian Heritage Party/Parti de l'Héritage Chrétien,180,0.45
46003,Niki Ashton NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8734,47.46
46003,Tina Keeper ** Liberal/Libéral,5289,28.74
46003,Wally Daudrich Conservative/Conservateur,3773,20.5
46003,Saara Harvie Green Party/Parti Vert,606,3.29
46004,Inky Mark ** Conservative/Conservateur,18132,61.36
46004,Ron Strynadka NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4914,16.63
46004,Wendy Menzies Liberal/Libéral,4128,13.97
46004,Kate Storey Green Party/Parti Vert,1923,6.51
46004,David Andres Christian Heritage Party/Parti de l'Héritage Chrétien,356,1.2
46004,Charles Prefontaine PPP/PPP,96,0.32
46005,Jim Maloway NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14355,45.77
46005,Thomas Steen Conservative/Conservateur,12776,40.74
46005,Wes Penner Liberal/Libéral,2079,6.63
46005,Chris Hrynkow Green Party/Parti Vert,1839,5.86
46005,Robert Scott Christian Heritage Party/Parti de l'Héritage Chrétien,312,0.99
46006,Joy Smith ** Conservative/Conservateur,19751,53.4
46006,Ross Eadie NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12093,32.7
46006,Lesley Hughes Liberal/Libéral,3009,8.14
46006,Kevan Bowkett Green Party/Parti Vert,1685,4.56
46006,Jordan Loewen Christian Heritage Party/Parti de l'Héritage Chrétien,233,0.63
46006,Eduard Hiebert Independent/Indépendant,214,0.58
46007,Candice Hoeppner Conservative/Conservateur,22036,68.27
46007,Ted Klassen Liberal/Libéral,4374,13.55
46007,Charlie Howatt Green Party/Parti Vert,2606,8.07
46007,Mohamed Alli NDP-New Democratic Party/NPD-Nouveau Parti démocratique,2353,7.29
46007,Len Lodder Christian Heritage Party/Parti de l'Héritage Chrétien,911,2.82
46008,Vic Toews ** Conservative/Conservateur,23303,64.66
46008,Ross Martin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4947,13.73
46008,Shirley Hiebert Liberal/Libéral,4531,12.57
46008,Janine Gibson Green Party/Parti Vert,2089,5.8
46008,David Reimer Christian Heritage Party/Parti de l'Héritage Chrétien,1170,3.25
46009,Shelly Glover Conservative/Conservateur,19440,46.32
46009,Raymond Simard ** Liberal/Libéral,14728,35.09
46009,Matt Schaubroeck NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5502,13.11
46009,Marc Payette Green Party/Parti Vert,2104,5.01
46009,Justin Gregoire Christian Heritage Party/Parti de l'Héritage Chrétien,195,0.46
46010,James Bezan ** Conservative/Conservateur,23302,60.63
46010,Pat Cordner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9506,24.73
46010,Kevin Walsh Liberal/Libéral,3203,8.33
46010,Glenda Whiteman Green Party/Parti Vert,2126,5.53
46010,Jane MacDiarmid Christian Heritage Party/Parti de l'Héritage Chrétien,295,0.77
46011,Pat Martin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12285,48.92
46011,Kenny Daodu Conservative/Conservateur,5437,21.65
46011,Dan Hurley Liberal/Libéral,3922,15.62
46011,Jessie Klassen Green Party/Parti Vert,2777,11.06
46011,Joe Chan Independent/Indépendant,226,0.9
46011,Lyle Morrisseau FPNP/FPNP,212,0.84
46011,Ed Ackerman Independent/Indépendant,135,0.54
46011,Darrell Rankin Communist/Communiste,119,0.47
46012,Judy Wasylycia-Leis ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14097,62.61
46012,Ray Larkin Conservative/Conservateur,5033,22.35
46012,Marcelle Marion Liberal/Libéral,2075,9.22
46012,Catharine Johannson Green Party/Parti Vert,1070,4.75
46012,Frank Komarniski Communist/Communiste,151,0.67
46012,Roger F. Poisson PPP/PPP,90,0.4
46013,Rod Bruinooge ** Conservative/Conservateur,19954,48.84
46013,John Loewen Liberal/Libéral,14221,34.8
46013,Sean Robert NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4673,11.44
46013,David Cosby Green Party/Parti Vert,1839,4.5
46013,Heidi Loewen-Steffano Christian Heritage Party/Parti de l'Héritage Chrétien,173,0.42
46014,Anita Neville ** Liberal/Libéral,16438,42.27
46014,Trevor Kennerd Conservative/Conservateur,14103,36.26
46014,Rachel Heinrichs NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5490,14.12
46014,Vere Scott Green Party/Parti Vert,2860,7.35
47001,Gerry Ritz ** Conservative/Conservateur,15621,60.11
47001,Bob Woloshyn NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6572,25.29
47001,Gregory Nyholt Liberal/Libéral,2140,8.23
47001,Norbert Kratchmer Green Party/Parti Vert,1287,4.95
47001,Harold Stephan Christian Heritage Party/Parti de l'Héritage Chrétien,368,1.42
47002,Lynne Yelich ** Conservative/Conservateur,20747,53.95
47002,Patti Gieni NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9876,25.68
47002,Deb Ehmann Liberal/Libéral,5509,14.33
47002,Imre Pallagi Green Party/Parti Vert,2325,6.05
47004,David Anderson ** Conservative/Conservateur,17922,64.36
47004,Scott Wilson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4394,15.78
47004,Duane Filson Liberal/Libéral,3691,13.25
47004,Bill Clary Green Party/Parti Vert,1840,6.61
47003,Rob Clarke ** Conservative/Conservateur,8964,46.67
47003,David Orchard Liberal/Libéral,5816,30.28
47003,Brian Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3414,17.77
47003,George Morin Green Party/Parti Vert,733,3.82
47003,Rob Ballantyne FPNP/FPNP,282,1.47
47005,Ray Boughen Conservative/Conservateur,14159,44.12
47005,Don Mitchell NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10865,33.85
47005,Cal Johnston Liberal/Libéral,5489,17.1
47005,Larissa Shasko Green Party/Parti Vert,1580,4.92
47006,Randy Hoback Conservative/Conservateur,16542,57.73
47006,Valerie Mushinski NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8243,28.77
47006,Lou Doderai Liberal/Libéral,2289,7.99
47006,Amanda Judith Marie Smytaniuk Green Party/Parti Vert,1413,4.93
47006,Craig Batley CAP/PAC,167,0.58
47007,Tom Lukiwski ** Conservative/Conservateur,16053,51.09
47007,Fred Kress NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8963,28.53
47007,Monica Lysack Liberal/Libéral,4668,14.86
47007,Nicolas Stulberg Green Party/Parti Vert,1737,5.53
47008,Andrew Scheer ** Conservative/Conservateur,14068,51.85
47008,Janice Bernier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8699,32.06
47008,Rod Flaman Liberal/Libéral,2809,10.35
47008,Greg Chatterson Green Party/Parti Vert,1556,5.73
47009,Brad Trost ** Conservative/Conservateur,18610,53.8
47009,Scott Ruston NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9632,27.85
47009,Karen Parhar Liberal/Libéral,4135,11.96
47009,Jean-Pierre Ducasse Green Party/Parti Vert,2211,6.39
47010,Kelly Block Conservative/Conservateur,12231,45.39
47010,Nettie Wiebe NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11969,44.42
47010,Amber Jones Green Party/Parti Vert,1232,4.57
47010,Roy Bluehorn Liberal/Libéral,1188,4.41
47010,Rick Barsky Independent/Indépendant,138,0.51
47010,Marcel Leon Bourassa Christian Heritage Party/Parti de l'Héritage Chrétien,115,0.43
47010,Kevin Stricker Libertarian/Libertarien,73,0.27
47011,Maurice Vellacott ** Conservative/Conservateur,18320,56.51
